Name,Type
Two new data test versions trigger alerts.,Event
The status description involved Splunk services on 2025/12/02.,Event
The processing engineer B人員 handled the case from 2025/12/02 13:30 to 2025/12/02 17:30.,Event
代辦事項： Centos作業系統升級(評估中)。,Event
已確認服務正確，並再次執行健康檢查確认系統功能正常,Event
<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report>,Event
The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,Event
The maintenance record is about C client.,Event
PA TRAFFIC事件sourcetype更換 將sourcetype更改為pan:log，並套用設定使splunk判斷事件類型,Event
the action is to work on the following tasks today: 1.asa event reception anomaly,Event
新增Trendmicro host資料收容,Event
This is a maintenance record of the client C.,Event
The PA report sending anomaly inspection was completed.,Event
SH FISAC API input (未使用)關閉,Event
代辦事項：1. Centos作業系統升級(評估中) 。,Event
The events of type PA TRAFFIC were changed to have a sourcetype of pan:log.,Event
Engineer B handles the event from 2025/12/15 13:30 to 2025/12/15 17:30.,Event
The processing was conducted from 2025/11/24 10:30 to 2025/11/24 11:00.,Event
Splunk角色能力異常 已於底層重新調整es_admin_user與admin角色的能力，並於網頁上驗證功能可使用,Event
FWD02 CPU及磁碟用量異常 今日發現自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%,Event
"The task was to re-add IDX01, causing IDX02 and IDX03 to be overloaded due to synchronized data.",Event
This is a maintenance record for B customer.,Event
B部門正在測試SH的KVstore狀態中,Event
狀態描述 (Description): (ZTA) Splunk 2025 MA 12月定保.DM20250088_(8/12),Event
This is a maintenance record for I客戶.,Event
The engineer started working at 2025/11/19 13:30 to 2025/11/19 14:30.,Event
A部門 PA 每月Block Category報表在重新執行排程時會出現error，將於下周到場繼續處理,Event
這是一筆關於 F客戶 的維護紀錄。,Event
預計下周一會再次到場確認目前狀況並持續追蹤原廠協助,Event
最新版本：10.0.2 / 2025.11.14,Event
測試SH KVstore引擎異常,Event
The engineers added new equipment in Switch_6FDC.csv and executed the scheduled script again.,Event
"Server performance - CPU usage rate: 1.24%, below 90%, normal - Memory usage rate: 18.21%, below 90%, normal - Disk usage rate: 42.91%, normal.",Event
Splunk駐點服務202512第四周(2025/12/23) was described.,Event
處理工程師為 C人員 進行時間為 2025/12/04 09:00,Event
E客戶 is maintained.,Event
B personnel applies for an IP usage API to FISAC.,Event
B部門正在測試SH KVstore引擎異常狀況。,Event
The engineers confirmed that the new equipment has been added.,Event
James submitted an API IP application form to FISAC.,Event
狀態描述 (Description): Splunk_11月維護 處置動作 (Action): 本月維護重點如下： 2. 伺服器效能 - CPU使用率:1.24%，低於90%，屬正常 - 記憶體使用率:18.21%，低於90%，屬正常 - 硬碟使用率:43.73%，屬正常,Event
The current version is 9.3.3 released on 2025.02.26.,Event
This is a maintenance record for C client.,Event
A人員 processed the B client's maintenance.,Event
B department is testing the SH KVstore engine anomaly in a personal test environment.,Event
The to-do item is Cybereyes API interface (in progress).,Event
This is a maintenance record for E customer.,Event
"The status description is E client on-site work items - December 4, 2025.",Event
A人員 和 C 人員 於 2025/12/24 13:30 至 2025/12/24 20:00 處理 Splunk角色能力異常。,Event
今日早上接到您緊急報修，隨即到場進行調查,Event
The engineer B handled the processing from 2025/11/11 at 13:30 to 2025/11/11 at 17:30,Event
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下: 1.VMware Tools 漏洞修補 為修補漏洞CVE-2025-41244、CVE-2025-41246，以按照提供之SOP更新至12.3.5版本,Event
Engineer A handled the task from 2025/11/19 13:30 to 2025/11/19 14:30.,Event
SH KVstore engine anomaly testing is in progress.,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251114 處置動作 (Action): 前一封CSR時間誤植，,Event
A部門已於底層重新調整es_admin_user與admin角色的能力,Event
"處理工程師為 A人員,C人員 進行時間為2025/12/16 14:00 至 2025/12/16 18:40。",Event
The cause is bucket replication.,Event
The Splunk version has been upgraded from 9.2.3 to 9.3.8 and all services have been verified as normal.,Event
"B department is currently receiving FISAC data, and James submitted a request to use API IP from FISAC.",Event
A部門處理了客戶B的Splunk角色能力異常，刪除es_admin_user繼承admin能力的選項和可刪除索引能力,Event
It was recommended to first expand the authorized usage volume before proceeding with the version update.,Event
There was a certificate replacement.,Event
There is no issue tracking.,Event
It contained a description of splunk_B customer B department November maintenance.,Event
SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給Hank。,Event
目前未發現任何相關報表寄送錯誤，也確認並無排程略過問題，為了後續如再次發生排程報表未寄送之問題,Event
The handling engineer is A人員.,Event
James is requested to submit an IP application form to FISAC for API usage.,Event
"處理工程師為 A人員,C人員 進行時間為 2025/12/31 13:30 至 2025/12/31 17:40",Event
B部門 2.SH KVstore引擎異常測試-進行中,Event
A部門 is conducting FISAC data storage.,Event
工程師進行時間為2025/12/23 09:00至2025/12/23 18:00。,Event
The Splunk weekly onsite action is described as 'PA report sending anomaly inspection'.,Event
The maintenance was completed from 2025/12/02 13:30 to 2025/12/02 17:30.,Event
A department checked the abnormal report sending of PA and confirmed that Splunk sent the report to cim_modactions index,Event
The maintenance record is about E client.,Event
The maintenance record is about E customer.,Event
從這周開始凌晨1:00時CPU和記憶體都有突然爆增現象,Event
The current version was scanned for vulnerabilities recently.,Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",Event
There are pending tasks to patch SSH Server vulnerabilities.,Event
There are several pending tasks.,Event
Splunk駐點服務202511第三周(2025/11/17) is described.,Event
The status description is that there was an abnormality in the firewall event import time.,Event
"B department is processing FISAC data reception. Currently, James has been asked by B to submit an IP application form for API use to FISAC.",Event
A person named A人員 handled the issue.,Event
The handling engineer processed B staff for maintenance.,Event
A department adjusted the permissions of ess_analyst to allow vendors to log in for routine maintenance or troubleshooting.,Event
A person conducts maintenance for A customer.,Event
The operating system CentOS will be upgraded (evaluation in progress).,Event
B部門 新增indexer –完成 新增indexer至IDX cluster節點，目前將觀察index同步狀態,Event
新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態,Event
A maintenance record for the client C was processed.,Event
Severity will be set to medium.,Event
正在個人的測試環境測試SH 的KVstore狀態中。 代辦事項：,Event
A部門進行了PA報表寄送異常檢查並請IT部門確認exchange是否有收到splunk報告。,Event
目前已請james 向FISAC提交需使用API的IP申請單。,Event
Splunk升版，從9.3.3升版至9.3.8，再麻煩您申請弱點復掃,Event
"They found that the maintenance report for this check has not been turned on, and it has been restarted again.",Event
目前已產出一份DC_ARP_table報表，並與現有設備清單做比對，附件為比对結果。,Event
Splunk's credit card handling had a maintenance in November,Event
The hardware status is 'moved out' or 'scrapped'.,Event
Status description (Description): Splunk Indexer queue full - 20251212.,Event
Engineer A人員 handled the event.,Event
B部門請james向FISAC提交需使用API的IP申請單 。,Event
There was an outstanding task to adjust FCB settings.,Event
附件中列出所有需列出的設備名稱，未出現於DC_ARP_table中的設備已用橘底標示，在請您確認。,Event
The package has been sent to fine-tune,Event
The maintenance duration was 13:30 until 17:30 on the same day.,Event
處理工程師為 A人員 進行時間為 2025/12/01 10:00 至 2025/12/01 12:00。,Event
The pending tasks include patching GitLab vulnerabilities.,Event
"Service is restarted, and data gradually enters Splunk.",Event
No related email sending errors or scheduling issues were found.,Event
B department completed FISAC data reception.,Event
Audit.log is processed via manual deletion of audit data (releasing space).,Event
AbuseIPDB can be used directly for Splunk at Search Head,Event
The duration was from 2025/12/26 15:00 to 2025/12/26 16:00.,Event
Authorized capacity is normal and averages 139.07 GB.,Event
The maintenance event happened on 2025/11/06 between 11:00-12:00,Event
狀態描述 (Description): Splunk_11月維護 處置動作 (Action): 本月維護重點如下： 3. 系統優化建議 - 皆正常，無需調整,Event
"The engineer processed the C staff from 13:30 to 17:00 on December 4, 2025.",Event
E客戶維護紀錄。,Event
The Splunk weekly onsite action is described as 'DEP02 service verification post-transfer'.,Event
PA 每月Block Category報表在重新執行排程時會出現error,Event
The maintenance record is about client B.,Event
A suggestion to upgrade was made. The current version is 9.3.3/2025.02.26 and the latest version is 10.0.2/2025.11.14.,Event
Action: This week's tasks are as follows. 1.Update geodb.,Event
Engineer B handled the time from 2025/11/25 13:30 to 2025/11/25 17:30,Event
The handling engineer was C staff.,Event
The engineers A人員 and C人員 handled the case from 2025/11/21 09:30 to 2025/11/21 17:00.,Event
B department completed the task of receiving FISAC data.,Event
A DC_ARP report is created and compared with the existing equipment list.,Event
There was a checkpoint-related alarm query.,Event
處理工程師為 A人員 進行時間為 2025/12/26 15:00 至 2025/12/26 16:00,Event
DEP02 ([IP]) transfer will be conducted next week.,Event
"KPMG penetration testing IP whitelist is added, and the alarm syntax is modified so that it simultaneously compares IP and network segment.",Event
Technician B handled the case during the time from 2025/10/13 13:30 to 2025/10/13 17:30.,Event
"The action of the week includes updating GeoDB, patching Gitlab vulnerabilities from 18.5.4 to 18.5.5.",Event
觀察資料品質儀表板、健康狀況檢查，整體無異常,Event
代辦事項:2.DEP02 ([IP])移轉(下周進行),Event
A部門進行了Maintainer帳號權限確認。,Event
Gitlab version upgrade from 18.1.6 to 18.5.2 to fix vulnerability CVE-2025-11224,Event
IP and network segment are simultaneously compared due to modified alert syntax.,Event
"There was an authorization quantity suggestion: extend by 285GB, with an average authorized usage of 203.65GB.",Event
狀態描述 (Description): Splunk_11月維護 處置動作 (Action): 本月維護重點如下：,Event
已取得需比對之情資清單,Event
The maintenance report is about E customer.,Event
C人員 is handling an event.,Event
The processing time is from 2026/01/07 13:30 to 2026/01/07 17:30.,Event
本周工作項目如下: 1.FWD02磁碟用量異常處理.,Event
將於下周到場繼續處理,Event
Splunk bundle儲存量過大 加入設定以停止預先儲存/apps/search路徑下的csv檔案作為知識包。,Event
The processing of the work was from 13:30 to 17:30 on 2025/12/12.,Event
The handling time was from 2025/12/31 13:30 to 2025/12/31 17:40.,Event
C人員 進行時間為 2025/12/09 13:30 至 2025/12/09 17:30。,Event
Records related to 'Digital Technology Center' are separated into two reports: <F5VPN specific user connection records (ssp) not including Digital Technology Center> and <F5VPN specific user connection records (ssp) only for Digital Technology Center>.,Event
The status description is equipment receipt status check.,Event
The processing engineer was B personnel,Event
待辦事項: 1. SSH Server 漏洞修補,Event
The current version can be upgraded.,Event
A部門 1.帳號盤點清單確認 已完成帳號盤點並寄送報表給Hank,Event
The maintenance duration was from 2025/12/05 13:30 to 2025/12/05 15:30.,Event
B部門 3.Splunk bundle儲存量過大 加入設定以停止預先儲存/apps/search路徑下的csv檔案作為知識包。,Event
授權用量：建議擴充 -授權量：150 GB -平均授權用量：661.01 GB,Event
離開前未解決，下次到場時處理,Event
The test of SH's KVstore status in department B is currently on going.,Event
splunk每週onsite處置動作。,Event
It is tested in a personal testing environment regarding the SH KVstore status..,Event
The authorization quota for Splunk 2025 MA 12月定保 is suggested to expand to 150GB.,Event
手動刪除 audit 資料,Event
當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14.,Event
"An update was described for Splunk on-site service, 2nd week of November.",Event
後續將進底層查看缺少設备的原因,Event
Indexer 索引同步狀態 確認index同步狀態為正常。,Event
/var/log/messages-20251214 單一檔案達 148GB,Event
The RES3SQL19 data holding status was checked.,Event
"GitLab vulnerability fixes were applied because the original version 18.5.2 was affected by vulnerabilities CVE-2024-9183 and CVE-2025-12571, so it has been upgraded to version 18.5.4.",Event
A DC_ARP Table Report was generated and compared to the existing equipment list.,Event
處理工程師為 A人員 進行時間為 2025/11/24 11:30 至 2025/11/24 12:00。,Event
FWD02's CPU usage has been increasing since 12/9.,Event
System optimization recommendations: Check regularly according to instructions.,Event
Splunk's overall IPs were tuned,Event
"Reports and alerts originally sent to Ryan have been changed to Calvin. A new Splunk login account has also been added, and future notifications including ES case closure will be handled by Calvin for review and closure.",Event
E客戶駐點工作事項 - 20251111 有多個hostname有相同IP，確認原因為將是否報廢/營運中欄位匯入資產,Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/27 13:30 至 2025/11/27 16:00",Event
E customer station work items - 20251202,Event
A部門在172.18.44.33(DEP02)主機上新增使用者sailag，並套用先前信件附件中的權限設定。,Event
Removing specific URL from HTTPS large data transfer alarm,Event
Splunk October Maintenance Report,Event
The status description is Splunk_12月維護.,Event
E客戶 had a on-site work item-20251114.,Event
狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20).,Event
A maintenance record about B client was created.,Event
The maintenance record is for customer A.,Event
Splunk on-site service for the third week of October 2025 (2025/10/13) is being handled.,Event
The handling time was from 2025/11/07 15:00 to 2025/11/07 17:00.,Event
The Splunk Indexer queue is full on 2025-12-15.,Event
: 1.asa事件接收異常 問題：新增UDP接收來自172.20.137.45的asa事件，於搜尋頁面上卻查詢不到該IP事件.,Event
"The current versions of Splunk and UF are 9.3.8/2025.11.14, respectively (EOS: 2026.06.24).",Event
This is a maintenance record of B customer.,Event
A department completed account inventory.,Event
1. It is suggested to expand the authorization quantity to 285GB with an average authorization usage of 239.38GB.,Event
The engineer B handled it from 2026/01/05 13:30 to 2026/01/05 17:30,Event
There is a description of Splunk weekly onsite action.,Event
Engineers A and C handled the event from 2025/12/31 13:30 to 2025/12/31 17:40.,Event
The backup script for CDIBHMGT02 is run again on multiple hosts after the IP address of CDIBHMGT02 is modified to 172.18.44.31.,Event
-最新版本：10.0.2/2025.11.14,Event
新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態。,Event
補跑設備IP往段清單給凱壽全科人員 （每月),Event
"Adjust alert <DNS_TUNNELING_Single source query different domain count and DNS query frequency exceeds standard> threshold, change domain quantity from 200 to 300",Event
GitLab has been upgraded to the recommended version 18.5.2,Event
A部門 1.Splunk 使用者權限調整 調整ess_analyst 角色能力值，供HANK進行分析,Event
The daily tasks included upgrading ES from 8.0.3 to 8.2.3.,Event
There are no issues to be tracked,Event
處理工程師的時間為 2025/12/26 09:00 至 2025/12/26 10:30,Event
The task for today involves modifying the SASE VPN login success report criteria and confirming it to SOAR field.,Event
處理工程師為 A人員 進行時間為 2025/11/06 10:00 至 2025/11/06 11:00。,Event
The maintenance record is about B client.,Event
The maintenance record of C客戶 is being handled.,Event
The description of the situation is Splunk_11月維護,Event
A部門 2.PA 每月報表觸發動作變更,Event
NTP service on each host was checked and enabled.,Event
狀態描述 Splunk駐點服務202512第五周(2025/12/30) 處置動作 本周工作項目如下,Event
B客戶 has a maintenance record.,Event
The handling time for the staff member is from 2025/12/23 13:30 to 2025/12/23 17:30.,Event
"eStreamer data is processed, and it was discovered that eStreamer data has only received status logs since 11/14 23:20 with KVstore state abnormal.",Event
B department is currently requesting colleagues B to submit a request form for using API IP applications to FISAC.,Event
B部門請james向FISAC提交需使用API的IP申請單,Event
The tasks are 1. Update GeoDB 2. AI website service records retrieval (202508-202510) 3. 2025 vulnerability scan report information summary 4. eStreamer data anomaly processing.,Event
"As a result of staff changes, Ryan's Splunk account was deleted.",Event
觀察月報CPU、Memory使用率皆無超過90%，整體正常,Event
"KPMG penetration testing IP whitelist was updated. There are many subnets in the provided list that need rule modifications for matching, it is currently being modified",Event
There are pending tasks for alert inventory and VMware Tools vulnerability patching.,Event
GitLab升版 17.10.8 → 18.1.6,Event
estreamer 資料暴增.,Event
授權量：150 GB,Event
Assigned tasks: Centos OS upgrade (Evaluation in progress),Event
今日甚至導致服務異常,Event
代辦事項： 補產出ARP_table報表給您(排程設定每月執行）,Event
處置動作 (Action): 1.設備狀態檢查： 觀察月報CPU、Memory使用率皆無超過90%，整體正常,Event
New alerts are added for different mitreattacks during the described day of maintenance,Event
The engineers rerun ARP_table report.,Event
已修改各台主機中CDIBHMGT02的IP為172.18.44.31，並再次執行備份腳本確認排程腳本正常。,Event
狀態描述 (Description): Splunk_11月維護 工程師為 A人員,Event
testing the SH KVstore status in a personal test environment.,Event
PA 每月Block Category報表在重新執行排程時會出現error，將於下周到場繼續處理。,Event
The status description is Splunk Indexer queue full - 20251211.,Event
The maintenance is for Splunk credit card processing.,Event
"The server performance was reported as abnormal due to increased CPU and disk usage since around 12/9, which has persisted for two weeks.",Event
Adjustment is made on HTTP external bulk data transfer report,Event
The RES3SQL19 data holding status was checked,Event
目前已請james向FISAC提交需使用API的IP申請單。,Event
The limit of all logclm UF was adjusted to 20480 KB/S,Event
B staff was processed by the handling engineer on 2026/01/02 from 17:33 to 17:35.,Event
The handling time is from 2025/10/27 13:30 to 2025/10/27 17:30,Event
This is a description about Splunk service,Event
Engineers A and C handled the maintenance from 2025/12/24 13:30 to 2025/12/24 20:00.,Event
A客戶發生維護記錄。,Event
已部屬套件於SH上,Event
A人員和C人員在2025/12/19 13:30 至 2025/12/19 18:00處理了維護事項。,Event
B部門 3.SH KVstore引擎異常測試-進行中,Event
代辦事項：3.Linux主機使用者與使用者權限,Event
目前版本無重大弱點，也未受相關BUG,Event
處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.<刪除資料庫中IOC> 頁面復原 3.<HTTP對外大量傳輸資料報表>調整 於報表新增需監控之url 4.一年以上情資比對VirusTotal (進行中).,Event
A部門 PA報表寄信異常-未完成 已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2,Event
The query threshold for different domain quantities is changed from 200 to 300 statistical period from three minutes to five minutes.,Event
C人員 handled the issue.,Event
PA報表寄信異常-完成 已設定PA 每月Block Category報表新的寄送套件，將於下個月1號確認該報表寄送郵件情況。,Event
新增forcepoint endpoint dlp資料收容 Tcpdump尚未看到封包，待實際拋送後確認,Event
建立SASE VPN kick session報表。,Event
這是一筆關於 G客戶 的維護紀錄。,Event
The processing engineer A personnel handled the task from 2025/11/03 10:00 to 2025/11/03 12:00.,Event
"The uf list was updated in the transfer agent monitoring settings, and after updating, let the uf report again.",Event
This is a maintenance record for F客戶.,Event
處理工程師進行維護紀錄,Event
The engineer did not recommend any system optimization actions.,Event
刪除上周末駐點時於SH新增的splunk microsoft套件,Event
SPLUNK was verified to be login normally,Event
已補寄報表，後續將繼續查看排程無法正常寄送報表問題,Event
目前已關閉日誌轉發設定，並將estreamer 資料清理排程調整為僅留存6小時資料 (原為12小時),Event
The server performance was reported as normal,Event
The current version of E客戶's Splunk is 9.3.8 and the latest version is 10.0.2.,Event
"There are 10 UF servers exceeding the default transmission limit, and the package has been sent to adjust Splunk 2025 MA 12月定保.",Event
KGIBIDX04's backup schedule is deleted as the host has been taken offline and CDIBHMGT02's IP address is changed to 172.18.44.31.,Event
處理工程師為 B人員.,Event
The certificate replacement is done.,Event
Ryan's Splunk account was deleted after staff changes were confirmed.,Event
This is a record of E client maintenance.,Event
"The handling engineer was A人員, who worked from 2025/11/07 13:50 to 2025/11/07 17:30.",Event
The pending tasks include alarm inventory and FCB setup.,Event
"The action taken involved changing the SPLUNK internal and web certificates, updating the certificate path in SPLUNK.",Event
C人員 is the processing engineer.,Event
同時發現該維護報告該檢查並未開啟，已重新開啟.,Event
調整datamodel dnsAMD 與新增告警,Event
the handling engineer for C staff was from 2025/12/11 09:00 to 2025/12/11 18:00.,Event
已完成splunk LDAP驗證設定,Event
Engineer C handled the maintenance.,Event
預計本周五(11/14) 與下周二(11/18)到場作業,Event
Version evaluation - Current version: 9.4.3 (2025/06/05) - Latest version: 10.0.1 (2025/09/25) - Not upgrading as the current version has no released vulnerabilities.,Event
The maintenance work for E客戶 is scheduled from 2025/11/04 13:30 to 2025/11/04 17:30.,Event
The Splunk weekly onsite action is described as 'Maintainer account permission confirmation'.,Event
Splunk on-site service of the fourth week (2025/10/20).,Event
Finding會因為threat object重複顯示，需進行ES版本升級,Event
A maintenance record is made for customer C.,Event
Engineers C and A processed the event between 2025/12/19 13:30 to 2025/12/19 18:00.,Event
The task list includes VMware Tools vulnerability patching,Event
確認資料持續進行平衡，且無空間滿載,Event
James has been asked to submit an IP usage API application form to FISAC.,Event
C人員 is the engineer who handled the case.,Event
Splunk has been upgraded successfully.,Event
The maintenance record for C客戶 is being managed.,Event
Cybereyes api integration completes and confirms that new data is in Splunk.,Event
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下,Event
預計本周五(11/14)與下周二(11/18)到場作業，請您協助申請底層,Event
正在個人的測試環境測試SH 的KVstore狀態中。,Event
已新增DNS 設定於forwarder上,Event
"The current processing method involves estreamer handling, removing rsyslog forwarding settings (reducing data inflow), and adjusting clean.sh data retention interval.",Event
已補寄PA每月報表,Event
The maintenance was described as Splunk_November Maintenance,Event
預計本周五(11/14)與下周二(11/18)到場作業,Event
當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14,Event
The tasks include completing a maintenance report and confirming the data condition of RES3SQL19.,Event
Trendmicro host data collection is added to E客戶 Splunk.,Event
今日發現DNS Datamodel src欄位異常，已完成修復,Event
記錄了關於 E客戶 的維護紀錄。,Event
嘗試修改props.conf，調整截斷規則。,Event
The certificate replacement is done,Event
"The option for es_admin_user to inherit admin capabilities was deleted, and the ability of es_admin_user to delete indexes was also removed.",Event
處理工程師為 C人員,Event
代辦事項：,Event
刪除舊版本殘留的ES threat intelligence download設定。,Event
Backup for FWD03 was abnormal.,Event
"Work items for this week include updating geodb, completing monthly maintenance tasks, and comparing data with VirusTotal from over a year ago (ongoing).",Event
處置動作 (Action): 3.系統參數檢查 設備參數無異常(DNS server、NTP server、LDAP setting),Event
He added alerts for different mitreattack.,Event
如果PA事件類型為threat或system，則使用預設設定,Event
The handling time was from 2025/11/24 11:30 to 2025/11/24 12:00.,Event
The maintenance record is about I客戶.,Event
"處理工程師為 A人員, C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40",Event
處理工程師為 C人員 進行時間為 2025/12/23 09:00 至 2025/12/23 18:00。,Event
The version was upgraded to 18.5.4.,Event
進行時間為 2025/11/07 13:50 至 2025/11/07 17:30,Event
The action included authorizing usage recommendation for B client,Event
The action includes updating GeoDB.,Event
The latest version is 10.0.1/2025.09.25.,Event
A maintenance record for C客戶 was created.,Event
處理工程師為 B人員,Event
The engineer processed the C personnel from 2025/07/29 13:30 to 2025/07/29 17:00.,Event
There are no system optimization suggestions.,Event
狀態描述 (Description): Splunk駐點服務202601第三周(2026/1/19),Event
A client maintenance action of splunk_B client B department monthly maintenance was performed for October.,Event
C人員 handle the maintenance of E客戶.,Event
An engineer processed the work.,Event
The processing time was from 2025/12/12 09:00 to 2025/12/12 18:00.,Event
代辦事項： 1.Centos作業系統升級(評估中),Event
B部門 4.Indexer 索引同步狀態 確認index同步狀態為正常。,Event
137 UF devices have been offline for more than 15 minutes and have not connected with the indexer.,Event
Splunk平台維護案(06-11月)半年系統檢視_DM20250258_(1/2) is the current maintenance plan.,Event
The action taken was to address the missing files in pice_logs due to similar logs being automatically identified as the same by splunk.,Event
先前提到pice_logs有缺少檔案的狀況.,Event
C人員 進行時間為 2025/11/11 13:30 至 2025/11/11 17:00,Event
It is recommended to increase the authorized volume by 375 GB with an average usage of 1276GB.,Event
"處理工程師為 A人員,C人員 進行時間為 2025/11/26 13:30 至 2025/11/26 17:30。",Event
處理時間是 2025/07/29 13:30 至 2025/07/29 17:00。,Event
新增title(職稱) 到 Identity。,Event
The processing engineer B starts working on it at 2026/01/13 13:30.,Event
The routine monthly maintenance placed the automated program on a shared computer and executed successfully.,Event
The maintenance event happened on 2025/11/06 between 11:00-12:00.,Event
E客戶 has a maintenance record.,Event
A部門 1.帳號盤點清單確認 已完成帳號盤點並寄送報表給Hank B部門 2.FISAC資料收容-進行中,Event
A部門 1.Splunk 使用者權限調整 新增maintainer角色，並設定能力值,Event
Disable unused system schedules in dashboard studio,Event
B客戶 is being maintained.,Event
There will be an on-site operation next Thursday.,Event
問題：有137台UF已超過15分鐘未與indexer連線,Event
An action was taken to suggest increasing the authorized quantity by 285GB with an average usage of 203.65GB.,Event
新增設備於Switch_6FDC.csv中並再次執行排程腳本。,Event
It is recommended to update the current version 9.3.3/2025.02.26 for version 10.0.2/2025.11.14.,Event
處理工程師為 A人員 進行時間為 2025/12/01 10:00 至 2025/12/01 12:00 。,Event
This is a maintenance record for C客戶.,Event
The server performance of E客戶 Splunk is normal.,Event
The maintenance was handled by an engineer from A人員,Event
嘗試修改props.conf，調整截斷規則,Event
The time of handling was from 2025/11/24 10:30 to 2025/11/24 12,Event
提供原廠diag並開立CASE請求協助,Event
B部門 2.SH KVstore引擎異常測試-進行中 正在個人的測試環境測試SH 的KVstore狀態中,Event
-現行版本近期被掃出弱點，建議進行升版,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251117 處置動作 (Action): 今日工作內容如下，,Event
正在個人的測試環境測試SH 的KVstore狀態中,Event
工程師 A人員 handled the case from 2025/12/26 15:00 to 2025/12/26 16:00.,Event
A department confirmed the account inventory list and sent a report to Hank.,Event
There is a pending task of patching SSH Server vulnerabilities.,Event
This is a maintenance record of client C.,Event
FISAC data storage is in progress.,Event
Review historical cases for Arcsight and Splunk.,Event
狀態描述 (Description): Splunk_11月維護,Event
C人員 participates in the maintenance process.,Event
AbuseIPDB can be used directly for Splunk,Event
Splunk 2025 MA December maintenance is described as ZTA DM20250088.,Event
Splunk was used to determine the event type,Event
調整GCP報表User欄位,Event
今日調查並未發現root cause。,Event
建議：已在轉送器監視設定中更新uf清單，並於更新後讓uf重新報到,Event
處理Websebse log異常截斷問題。,Event
The status of kvstore was confirmed to be normal.,Event
"The current version of Splunk 2025 MA 12月定保 is 9.3.8 / 2025.11.14, with the latest version being 10.0.2 / 2025.11.14.",Event
Engineer B handled the process from 2025/11/04 13:30 to 2025/11/04 17:30.,Event
新增/etc/hosts，並重起服務後，正常連線至LM,Event
"IDX01, IDX02, and IDX03 server spaces are 90% full.",Event
這是一筆關於 B客戶 的維護紀錄,Event
This is a maintenance record for G customer.,Event
狀態描述 (Description): Splunk 2025 MA 07月定保.DM20250088_(3/12) 處置動作 (Action): 前一份CSR內容誤植，重新撰寫 1.授權用量：建議擴充 -授權量：150 GB -平均授權用量：630 GB 2.伺服器效能：正常 3.系統優化建議：無 4.版本更新：現行版本近期被掃出弱點，建議進行升版 -當前版本：9.3.3 / 2025.02.26 -最新版本：10.0.0 / 2025.07.28,Event
B部門進行FISAC資料收容,Event
B人員 processed the maintenance.,Event
KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法。,Event
如果PA事件類型為traffic，則套用立嘉的欄位擷取設定,Event
Websebse log 異常截斷 Raw data內就有換行字元，導致異常截斷,Event
"The FCB setting caused the backup destination path permission to be restricted. The permissions were restored, and the backup was manually executed.",Event
The maintenance record was made for B client.,Event
SH KVstore engine test is currently in progress.,Event
An on-site operation will be performed next Thursday,Event
The alert <DNS_TUNNELING_Single source query different domain quantity and DNS query count exceeds standard> threshold is adjusted.,Event
A maintenance record for A客戶 was processed.,Event
"The current system is for PA every month to change the trigger action, in department A.",Event
新增indexer至IDX cluster節點，目前將觀察index同步狀態,Event
NTP服務檢查-完成,Event
已將PA每月報表觸發的預設寄件套件改為客製寄件套件，該客製套件可於觸發動作後於index=cim_modactions查看郵件寄送狀態，以利問題排查。,Event
建立SASE VPN kick session報表建立,Event
Pending items include alert auditing and comparing data from more than one year ago with VirusTotal.,Event
"It is suggested that if the space usage continues to grow, frozen will be moved.",Event
C customer has a Splunk SIEM monthly maintenance task on December.,Event
The handling engineer processed the C personnel from 2025/12/09 13:30 to 2025/12/09 17:30.,Event
The processing time was from 2025/12/04 10:00 to 2025/12/04 10.30.,Event
狀態描述.,Event
Disabled reports on specific user connections for F5VPN,Event
SSH Server vulnerability fixes are pending tasks.,Event
The current practice for PA event time deviation is to delete the setting that determines the event time as the current time.,Event
The disk usage of MG02 exceeded 90%.,Event
自9.2.3升版至9.3.8,Event
AI website service log report construction is scheduled for monthly execution at 2:00 every month on the 1st day.,Event
No issue is being tracked at the moment.,Event
