:START_ID,:END_ID,relation,concepts,synsets,:TYPE
Heavy Forwarder,磁碟用量調查,has regular maintenance,[],[],Relation
C客戶,geodb 更新,is associated with,[],[],Relation
B人員,KV store憑證,performs maintenance on,[],[],Relation
A maintenance record for customer C was created.,The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,before,[],[],Relation
The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,The Splunk on-site service for week one of 2025 was handled.,at the same time,[],[],Relation
The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,The geodb was updated.,before,[],[],Relation
The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,The disk usage of the Heavy Forwarder was investigated.,before,[],[],Relation
The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,The report and alert sender were updated.,before,[],[],Relation
The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,There are pending tasks for alert inventory and VMware Tools vulnerability patching.,before,[],[],Relation
The disk usage of the Heavy Forwarder was investigated.,The disk usage of the host suddenly increased yesterday (11/3).,after,[],[],Relation
The disk usage of the host suddenly increased yesterday (11/3).,The KV store certificate expired.,as a result,[],[],Relation
Discovering that the KV store certificate had expired.,The KV store status and disk usage are currently normal,before,[],[],Relation
A maintenance record for customer C was created.,The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,because,[],[],Relation
Discovering that the KV store certificate had expired.,The disk usage of the host suddenly increased yesterday (11/3).,because,[],[],Relation
A maintenance record for client C.,C,is participated by,[],[],Relation
Engineer B handled the process from 2025/11/04 13:30 to 2025/11/04 17:30.,B,is participated by,[],[],Relation
"Reports and alerts originally sent to Ryan have been changed to Calvin. A new Splunk login account has also been added, and future notifications including ES case closure will be handled by Calvin for review and closure.",Ryan,is participated by,[],[],Relation
"Reports and alerts originally sent to Ryan have been changed to Calvin. A new Splunk login account has also been added, and future notifications including ES case closure will be handled by Calvin for review and closure.",Calvin,is participated by,[],[],Relation
維護紀錄,C客戶,記錄,[],[],Relation
B人員,C客戶,處理,[],[],Relation
B人員,13:30至17:30,進行,[],[],Relation
Splunk駐點服務202510第五周,狀態描述,描述,[],[],Relation
B人員,本月維護作業,完成,[],[],Relation
B人員,geodb,更新,[],[],Relation
B人員,VirusTotal,進行中,[],[],Relation
B人員,AbuseIPDB,可檢測,[],[],Relation
B人員,splunk,串接,[],[],Relation
B人員,Search Head測試,建立排程,[],[],Relation
The processing engineer is B worker,The handling time is from 2025/10/27 13:30 to 2025/10/27 17:30,before,[],[],Relation
The processing engineer is B worker,The status description is Splunk deployment service 202510 fifth week (2025/10/27),before,[],[],Relation
The handling time is from 2025/10/27 13:30 to 2025/10/27 17:30,The status description is Splunk deployment service 202510 fifth week (2025/10/27),at the same time,[],[],Relation
The handling time is from 2025/10/27 13:30 to 2025/10/27 17:30,AbuseIPDB can be used directly for Splunk,at the same time,[],[],Relation
The handling time is from 2025/10/27 13:30 to 2025/10/27 17:30,AbuseIPDB can be used directly for Splunk,before,[],[],Relation
The status description is Splunk deployment service 202510 fifth week (2025/10/27),"The week's work includes: 1. Update geodb, 2. Complete this month's maintenance task.",because,[],[],Relation
AbuseIPDB can be used directly for Splunk at Search Head,The schedule can be established,after,[],[],Relation
The maintenance record for C客戶 is being managed.,C客戶,is participated by,[],[],Relation
B人員 handled the maintenance as a processing engineer.,B人員,is participated by,[],[],Relation
B人員 handled the maintenance as a processing engineer.,processing engineer,is participated by,[],[],Relation
Splunk駐點服務 is in operation for the fifth week of October 2025.,Splunk駐點服務,is participated by,[],[],Relation
"Work items for this week include updating geodb, completing monthly maintenance tasks, and comparing data with VirusTotal from over a year ago (ongoing).",geodb,is participated by,[],[],Relation
"Work items for this week include updating geodb, completing monthly maintenance tasks, and comparing data with VirusTotal from over a year ago (ongoing).",monthly maintenance tasks,is participated by,[],[],Relation
"Work items for this week include updating geodb, completing monthly maintenance tasks, and comparing data with VirusTotal from over a year ago (ongoing).",data,is participated by,[],[],Relation
"Work items for this week include updating geodb, completing monthly maintenance tasks, and comparing data with VirusTotal from over a year ago (ongoing).",VirusTotal,is participated by,[],[],Relation
AbuseIPDB is detected and directly connected to splunk at Search Head for testing.,AbuseIPDB,is participated by,[],[],Relation
AbuseIPDB is detected and directly connected to splunk at Search Head for testing.,splunk,is participated by,[],[],Relation
AbuseIPDB is detected and directly connected to splunk at Search Head for testing.,Search Head,is participated by,[],[],Relation
Pending tasks include alert inventory and VMware Tools vulnerability patching.,alert inventory,is participated by,[],[],Relation
Pending tasks include alert inventory and VMware Tools vulnerability patching.,VMware Tools vulnerability patching,is participated by,[],[],Relation
B人員,C客戶,處理,[],[],Relation
B人員,Splunk駐點服務202510第四周,進行,[],[],Relation
這是一筆關於 C客戶 的維護紀錄。,狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20).,before,[],[],Relation
處理工程師為 B人員 進行時間為 2025/10/20 11:00 至 2025/10/20 16:00。,狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20).,at the same time,[],[],Relation
狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20),處理工程師為 B人員 進行時間為 2025/10/20 11:00 至 2025/10/20 16:00。,as a result,[],[],Relation
狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20),處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.<刪除資料庫中IOC> 頁面復原 3.<HTTP對外大量傳輸資料報表>調整 於報表新增需監控之url 4.一年以上情資比對VirusTotal (進行中).,before,[],[],Relation
處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.<刪除資料庫中IOC> 頁面復原 3.<HTTP對外大量傳輸資料報表>調整 於報表新增需監控之url 4.一年以上情資比對VirusTotal (進行中).,狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20),because,[],[],Relation
處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.<刪除資料庫中IOC> 頁面復原 3.<HTTP對外大量傳輸資料報表>調整 於報表新增需監控之url 4.一年以上情資比對VirusTotal (進行中).,已取得需比對之情資清單,after,[],[],Relation
已取得需比對之情資清單,後續會確認是否有其他類似VT之檢測工具以多方檢測,before,[],[],Relation
There is a maintenance record about C client.,C client,is participated by,[],[],Relation
B staff handled the case from 2025/10/20 11:00 to 2025/10/20 16:00.,B staff,is participated by,[],[],Relation
Splunk on-site service of the fourth week (2025/10/20).,Splunk,is participated by,[],[],Relation
Splunk on-site service of the fourth week (2025/10/20).,on-site service,is participated by,[],[],Relation
Delete IOC from database and restore page.,IOC,is participated by,[],[],Relation
Delete IOC from database and restore page.,database,is participated by,[],[],Relation
Delete IOC from database and restore page.,page,is participated by,[],[],Relation
Adjust HTTP outbound large data transmission report and add URL to be monitored in the report.,HTTP,is participated by,[],[],Relation
Adjust HTTP outbound large data transmission report and add URL to be monitored in the report.,report,is participated by,[],[],Relation
Adjust HTTP outbound large data transmission report and add URL to be monitored in the report.,URL,is participated by,[],[],Relation
Compare intelligence with VirusTotal for more than a year (in progress).,VirusTotal,is participated by,[],[],Relation
Compare intelligence with VirusTotal for more than a year (in progress).,intelligence,is participated by,[],[],Relation
B人員,C客戶,processed,[],[],Relation
維護紀錄,C客戶,is about,[],[],Relation
處理工程師,B人員,performed the action for,[],[],Relation
Splunk駐點服務202510第三周,更新geodb,includes,[],[],Relation
<SAP重要TCode執行紀錄>,告警語法,adjusted,[],[],Relation
F5VPN特定使用者連線的紀錄(ssp),<F5VPN特定使用者連線的紀錄(ssp) 不含數位科技中心>,split into,[],[],Relation
F5VPN特定使用者連線的紀錄(ssp),<F5VPN特定使用者連線的紀錄(ssp) 僅數位科技中心,split into,[],[],Relation
This is a maintenance record for C client.,Technician B handled the case during the time from 2025/10/13 13:30 to 2025/10/13 17:30.,before,[],[],Relation
Splunk on-site service for the third week of October 2025 (2025/10/13) is being handled.,Technician B handled the case during the time from 2025/10/13 13:30 to 2025/10/13 17:30.,at the same time,[],[],Relation
This week's work items include updating geodb.,Technician B handled the case during the time from 2025/10/13 13:30 to 2025/10/13 17:30.,because,[],[],Relation
This week's work items include adjusting the alert syntax for <SAP important TCode execution records>.,Technician B handled the case during the time from 2025/10/13 13:30 to 2025/10/13 17:30.,because,[],[],Relation
This week's work items include adjusting <F5VPN specific user connection records (ssp)> according to requirements.,Technician B handled the case during the time from 2025/10/13 13:30 to 2025/10/13 17:30.,because,[],[],Relation
The original syntax's user was only matched with system administrators and not actual users.,The alert syntax for <SAP important TCode execution records> was adjusted to obtain the actual user from CyberArk logs before sending the email.,as a result,[],[],Relation
The original syntax's user was only matched with system administrators and not actual users.,The alert syntax for <SAP important TCode execution records> was adjusted to obtain the actual user from CyberArk logs before sending the email.,before,[],[],Relation
Records related to 'Digital Technology Center' are separated into two reports: <F5VPN specific user connection records (ssp) not including Digital Technology Center> and <F5VPN specific user connection records (ssp) only for Digital Technology Center>.,The alert syntax for <SAP important TCode execution records> was adjusted to obtain the actual user from CyberArk logs before sending the email.,because,[],[],Relation
"This week's work items include updating geodb, adjusting the alert syntax for <SAP important TCode execution records>, and adjusting <F5VPN specific user connection records (ssp)> according to requirements.",Pending items include alert auditing and comparing data from more than one year ago with VirusTotal.,after,[],[],Relation
This is a maintenance record about C client.,C,is participated by,[],[],Relation
This is a maintenance record about C client.,client,is participated by,[],[],Relation
Technician B staff handled the case from 2025/10/13 13:30 to 2025/10/13 17:30.,B,is participated by,[],[],Relation
Technician B staff handled the case from 2025/10/13 13:30 to 2025/10/13 17:30.,staff,is participated by,[],[],Relation
Technician B staff handled the case from 2025/10/13 13:30 to 2025/10/13 17:30.,case,is participated by,[],[],Relation
Description: Splunk on-site service for the third week of October 2025 (2025/10/13).,Splunk,is participated by,[],[],Relation
Description: Splunk on-site service for the third week of October 2025 (2025/10/13).,service,is participated by,[],[],Relation
Action: This week's tasks are as follows. 1.Update geodb.,geodb,is participated by,[],[],Relation
2.Adjust the alert syntax of <SAP important TCode execution record>.,SAP,is participated by,[],[],Relation
2.Adjust the alert syntax of <SAP important TCode execution record>.,TCode,is participated by,[],[],Relation
3.Adjust <F5VPN specific user connection records (ssp)>.,F5VPN,is participated by,[],[],Relation
3.Adjust <F5VPN specific user connection records (ssp)>.,ssp,is participated by,[],[],Relation
"According to requirements, the records of 'Digital Technology Center' were separated into two reports. <F5VPN specific user connection records (ssp) not including Digital Technology Center> <F5VPN specific user connection record (ssp) only Digital Technology Center>",Digital,is participated by,[],[],Relation
"According to requirements, the records of 'Digital Technology Center' were separated into two reports. <F5VPN specific user connection records (ssp) not including Digital Technology Center> <F5VPN specific user connection record (ssp) only Digital Technology Center>",Technology,is participated by,[],[],Relation
"According to requirements, the records of 'Digital Technology Center' were separated into two reports. <F5VPN specific user connection records (ssp) not including Digital Technology Center> <F5VPN specific user connection record (ssp) only Digital Technology Center>",Center,is participated by,[],[],Relation
2. One year or more data comparison with VirusTotal.,VirusTotal,is participated by,[],[],Relation
C客戶,維護紀錄,has maintenance record,[],[],Relation
處理工程師,B人員,is,[],[],Relation
Splunk駐點服務,202510第二周(2025/10/07),is associated with,[],[],Relation
本周工作項目,更新geodb,includes,[],[],Relation
本周工作項目,自動化封鎖清單異動儀表板建置 (進行中),includes,[],[],Relation
本周工作項目,情資白名單新增,includes,[],[],Relation
情資白名單新增,Cyble ASM IP,adds to white list,[],[],Relation
待辦事項,告警盤點,includes,[],[],Relation
This is a maintenance record for client C.,The processing engineer B staff worked from 2025/10/07 13:30 to 2025/10/07 17:30.,before,[],[],Relation
The processing engineer B staff worked from 2025/10/07 13:30 to 2025/10/07 17:30.,The status description is Splunk On-site Service 202510 second week (2025/10/07).,at the same time,[],[],Relation
The processing engineer B staff worked from 2025/10/07 13:30 to 2025/10/07 17:30.,There is a list of tasks for this week.,because,[],[],Relation
The processing engineer B staff worked from 2025/10/07 13:30 to 2025/10/07 17:30.,To do list 1. Alert inventory.,as a result,[],[],Relation
This is a maintenance record for C customer.,C,is participated by,[],[],Relation
Engineer B handled the maintenance,B,is participated by,[],[],Relation
Engineer B handled the maintenance,C,is participated by,[],[],Relation
The action includes the following weekly tasks: 1. Update geodb.,geodb,is participated by,[],[],Relation
3. Add Cyble ASM IP to the whitelist for intelligence.,Cyble,is participated by,[],[],Relation
3. Add Cyble ASM IP to the whitelist for intelligence.,ASM,is participated by,[],[],Relation
B人員,維護紀錄,processed,[],[],Relation
處理工程師,B人員,is,[],[],Relation
C客戶,維護紀錄,contains,[],[],Relation
2025/10/01 13:30至2025/10/01 17:30,維護記錄的進行時間,is duration of,[],[],Relation
Splunk駐點服務202510第一周,狀態描述,describes,[],[],Relation
更新geodb,本周工作項目,is part of,[],[],Relation
自動化封鎖清單異動儀表板建置,本周工作項目,is part of,[],[],Relation
GitLab,17.10.8,was upgraded from,[],[],Relation
CVE-2025-6454、CVE-2025-2256,GitLab,affects,[],[],Relation
處理工程師為 B人員 進行時間為 2025/10/01 13:30 至 2025/10/01 17:30。,"狀態描述 (Description): Splunk駐點服務202510第一周(2025/10/01) 處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.建立告警<PWLAN觸發IPS高風險告警> 將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來 3.自動化封鎖清單異動儀表板建置 (進行中) 4.GitLab升版 17.10.8 → 18.1.6 原先版本受到漏洞CVE-2025-6454、CVE-2025-2256影響，故進行升版",before,[],[],Relation
原先版本受到漏洞CVE-2025-6454、CVE-2025-2256影響,GitLab升版 17.10.8 → 18.1.6,because,[],[],Relation
This is a maintenance record about C client.,C客戶,is participated by,[],[],Relation
This is a maintenance record about C client.,C client,is participated by,[],[],Relation
Engineer B staff handled the maintenance from 2025/10/01 13:30 to 2025/10/01 17:30.,處理工程師,is participated by,[],[],Relation
Engineer B staff handled the maintenance from 2025/10/01 13:30 to 2025/10/01 17:30.,B人員,is participated by,[],[],Relation
Engineer B staff handled the maintenance from 2025/10/01 13:30 to 2025/10/01 17:30.,Engineer,is participated by,[],[],Relation
Engineer B staff handled the maintenance from 2025/10/01 13:30 to 2025/10/01 17:30.,B staff,is participated by,[],[],Relation
The description of the state is Splunk on-site service for week one in October 2025 (2025/10/01).,Splunk駐點服務,is participated by,[],[],Relation
The description of the state is Splunk on-site service for week one in October 2025 (2025/10/01).,Splunk,is participated by,[],[],Relation
The description of the state is Splunk on-site service for week one in October 2025 (2025/10/01).,on-site service,is participated by,[],[],Relation
"2. Create alert ""PWLAN triggers IPS high-risk alert"" and separate events with src=""172.*"" from the original ""IPS high-risk alert"".",PWLAN,is participated by,[],[],Relation
"2. Create alert ""PWLAN triggers IPS high-risk alert"" and separate events with src=""172.*"" from the original ""IPS high-risk alert"".",IPS,is participated by,[],[],Relation
4. Upgrade GitLab from version 17.10.8 to 18.1.6 due to vulnerabilities CVE-2025-6454 and CVE-2025-2256 in the previous version.,GitLab,is participated by,[],[],Relation
4. Upgrade GitLab from version 17.10.8 to 18.1.6 due to vulnerabilities CVE-2025-6454 and CVE-2025-2256 in the previous version.,CVE-2025-6454,is participated by,[],[],Relation
4. Upgrade GitLab from version 17.10.8 to 18.1.6 due to vulnerabilities CVE-2025-6454 and CVE-2025-2256 in the previous version.,CVE-2025-2256,is participated by,[],[],Relation
C客戶,維護紀錄,is related to,[],[],Relation
B人員,處理工程師,is processed by,[],[],Relation
Splunk駐點服務202601第三周,狀態描述,describes,[],[],Relation
Gitlab漏洞修補 18.5.4 -> 18.5.5,升級至建議版本,involves,[],[],Relation
<F5VPN特定使用者連線的紀錄(sas)> 停用報表,<F5VPN特定使用者連線的紀錄(sas),is related to,[],[],Relation
FWD03 底層資料收容 filter 設定,大量SERVICE_START 及 SERVICE_STOP 資料,sorts out,[],[],Relation
<HTTP對外大量傳輸資料報表>,<HTTPS大量資料傳輸告警,is adjusted with,[],[],Relation
處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,狀態描述 (Description): Splunk駐點服務202601第三周(2026/1/19),at the same time,[],[],Relation
處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,<F5VPN特定使用者連線的紀錄(sas)> 停用報表,at the same time,[],[],Relation
處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,<HTTP對外大量傳輸資料報表>調整,at the same time,[],[],Relation
處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,Gitlab漏洞修補 18.5.4 -> 18.5.5,at the same time,[],[],Relation
處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,FWD03 底層資料收容 filter 設定 已排除大量SERVICE_START 及 SERVICE_STOP 資料,at the same time,[],[],Relation
處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,<HTTPS大量資料傳輸告警> 排除特定URL改由報表寄送,at the same time,[],[],Relation
狀態描述 (Description): Splunk駐點服務202601第三周(2026/1/19),處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,because,[],[],Relation
<F5VPN特定使用者連線的紀錄(sas)> 停用報表,處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,because,[],[],Relation
<HTTP對外大量傳輸資料報表>調整,處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,because,[],[],Relation
Gitlab漏洞修補 18.5.4 -> 18.5.5,處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,because,[],[],Relation
Gitlab漏洞修補 18.5.4 -> 18.5.5,為修補漏洞已將Gitlab升級至建議版本,as a result,[],[],Relation
FWD03 底層資料收容 filter 設定 已排除大量SERVICE_START 及 SERVICE_STOP 資料,處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,because,[],[],Relation
<HTTPS大量資料傳輸告警> 排除特定URL改由報表寄送,處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,because,[],[],Relation
This is a maintenance record about C client.,C,is participated by,[],[],Relation
The processing engineer was B personnel,B,is participated by,[],[],Relation
This is a description about Splunk service,Splunk,is participated by,[],[],Relation
"The action of the week includes updating GeoDB, patching Gitlab vulnerabilities from 18.5.4 to 18.5.5.",GeoDB,is participated by,[],[],Relation
"The action of the week includes updating GeoDB, patching Gitlab vulnerabilities from 18.5.4 to 18.5.5.",Gitlab,is participated by,[],[],Relation
Disabled reports on specific user connections for F5VPN,F5VPN,is participated by,[],[],Relation
Set filter settings for FWD03 base data storage to exclude large amounts of SERVICE_START and SERVICE_STOP data.,FWD03,is participated by,[],[],Relation
Adjustment is made on HTTP external bulk data transfer report,HTTP,is participated by,[],[],Relation
Removing specific URL from HTTPS large data transfer alarm,HTTPS,is participated by,[],[],Relation
SSH Server vulnerability patching is pending.,SSH Server,is participated by,[],[],Relation
A人員,B客戶,handle,[],[],Relation
C人員,B客戶,handle,[],[],Relation
Splunk,IP,adjust,[],[],Relation
A部門,套件,deploy,[],[],Relation
NTP服務,主機,check,[],[],Relation
KVstore,憑證,check,[],[],Relation
Hank,報告,send,[],[],Relation
FIsac情資撈取,設定,complete,[],[],Relation
新增indexer,IDX cluster節點,add,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",Splunk整體架構IP調整-完成 已設定完成所有主機的新IP,before,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",Splunk套件升級-完成 已部屬新套件至各SH上,before,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用,before,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常,before,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給Hank,before,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",FIsac情資撈取 已設定完成，正在等待防火牆開通,before,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態,before,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 19:00","處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",after,[],[],Relation
KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常,Centos作業系統升級(評估中),as a result,[],[],Relation
這是一筆關於 B客戶 的維護紀錄。,B客戶,is participated by,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30 至 2025/11/05 19:00。",A人員,is participated by,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30 至 2025/11/05 19:00。",C人員,is participated by,[],[],Relation
Splunk整體架構IP調整-完成 已設定完成所有主機的新IP。,Splunk,is participated by,[],[],Relation
Splunk整體架構IP調整-完成 已設定完成所有主機的新IP。,主機,is participated by,[],[],Relation
Splunk套件升級-完成 已部屬新套件至各SH上。,Splunk,is participated by,[],[],Relation
Splunk套件升級-完成 已部屬新套件至各SH上。,套件,is participated by,[],[],Relation
Splunk套件升級-完成 已部屬新套件至各SH上。,SH,is participated by,[],[],Relation
NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用。,NTP服務,is participated by,[],[],Relation
NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用。,主機,is participated by,[],[],Relation
KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常。,KVstore,is participated by,[],[],Relation
KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常。,憑證,is participated by,[],[],Relation
SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給Hank。,SPLUNK,is participated by,[],[],Relation
SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給Hank。,維護報告,is participated by,[],[],Relation
SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給Hank。,Hank,is participated by,[],[],Relation
FIsac情資撈取 已設定完成，正在等待防火牆開通。,FIsac,is participated by,[],[],Relation
FIsac情資撈取 已設定完成，正在等待防火牆開通。,情資,is participated by,[],[],Relation
FIsac情資撈取 已設定完成，正在等待防火牆開通。,防火牆,is participated by,[],[],Relation
新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態。,indexer,is participated by,[],[],Relation
新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態。,IDX cluster,is participated by,[],[],Relation
代辦事項： Centos作業系統升級(評估中)。,Centos作業系統,is participated by,[],[],Relation
I客戶,Splunk_11月維護,is associated with,[],[],Relation
A人員,I客戶,handles,[],[],Relation
A人員,Splunk_11月維護,performs maintenance on,[],[],Relation
授權用量,20GB,suggests expansion to,[],[],Relation
授權用量,133.26GB,has average usage of,[],[],Relation
A人員,Red Hat 9.4,recommends upgrading to,[],[],Relation
系統優化建議,A人員,is recommended by,[],[],Relation
處理工程師為 A人員,進行時間為 2025/11/07 13:50 至 2025/11/07 17:30,at the same time,[],[],Relation
狀態描述 (Description): Splunk_11月維護,狀態描述 (Description): Splunk_11月維護 工程師為 A人員,before,[],[],Relation
狀態描述 (Description): Splunk_11月維護,處理工程師為 A人員,because,[],[],Relation
This is a maintenance record for I客戶.,I客戶,is participated by,[],[],Relation
"The handling engineer was A人員, who worked from 2025/11/07 13:50 to 2025/11/07 17:30.",A人員,is participated by,[],[],Relation
The description of the situation is Splunk_11月維護,Splunk_11月維護,is participated by,[],[],Relation
The server performance is normal.,server,is participated by,[],[],Relation
B客戶,維護紀錄,is the subject of,[],[],Relation
處理工程師,A人員,includes,[],[],Relation
處理工程師,C人員,includes,[],[],Relation
Splunk,onsite 處置動作,performs,[],[],Relation
A部門,PA報表寄信異常,encounters issues with,[],[],Relation
PA 每月Block Category報表,排程重新執行,experiences errors during,[],[],Relation
B部門,indexer 新增至IDX cluster節點,completes task of,[],[],Relation
Centos作業系統升級,B部門,is under evaluation for,[],[],Relation
FIsac資料收容,各台主機KV store 憑證效期,requires checking in,[],[],Relation
"處理工程師為 A人員, C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40",A部門 PA報表寄信異常-未完成 已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2,before,[],[],Relation
"處理工程師為 A人員, C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40",A部門 PA 每月Block Category報表在重新執行排程時會出現error，將於下周到場繼續處理,before,[],[],Relation
"處理工程師為 A人員, C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40",B部門 新增indexer –完成 新增indexer至IDX cluster節點，目前將觀察index同步狀態,before,[],[],Relation
PA 每月Block Category報表在重新執行排程時會出現error,將於下周到場繼續處理,as a result,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40。",A人員,is participated by,[],[],Relation
"處理工程師為 A人員,C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40。",C人員,is participated by,[],[],Relation
PA報表寄信異常-未完成 已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2。,PA,is participated by,[],[],Relation
PA 每月Block Category報表在重新執行排程時會出現error，將於下周到場繼續處理。,PA,is participated by,[],[],Relation
新增indexer至IDX cluster節點，目前將觀察index同步狀態。,B部門,is participated by,[],[],Relation
新增indexer至IDX cluster節點，目前將觀察index同步狀態。,IDX cluster節點,is participated by,[],[],Relation
B客戶,維護紀錄,是主題的,[],[],Relation
A人員,B客戶,處理了,[],[],Relation
2025/11/06 10:00 至 2025/11/06 11:00,A人員處理B客戶,進行時間是,[],[],Relation
Splunk_10月維護,處置動作,狀態描述是,[],[],Relation
9.3.6/2025.07.31,B客戶,當前版本是,[],[],Relation
10.0.1/2025.09.25,B客戶,最新版本是,[],[],Relation
處理工程師為 A人員 進行時間為 2025/11/06 10:00 至 2025/11/06 11:00。,狀態描述 (Description): Splunk_10月維護,after,[],[],Relation
狀態描述 (Description): Splunk_10月維護,處理工程師為 A人員 進行時間為 2025/11/06 10:00 至 2025/11/06 11:00。,before,[],[],Relation
A maintenance record for B client was created.,B客戶,is participated by,[],[],Relation
A人員 processed the B client's maintenance.,A人員,is participated by,[],[],Relation
A人員 processed the B client's maintenance.,B客戶,is participated by,[],[],Relation
The status description was Splunk_10月維護,Splunk_10月維護,is participated by,[],[],Relation
The action included authorizing usage recommendation for B client,B客戶,is participated by,[],[],Relation
A人員,splunk_B客戶B部門,processes,[],[],Relation
IDX01,90% space usage,has,[],[],Relation
IDX02,90% space usage,has,[],[],Relation
IDX03,90% space usage,has,[],[],Relation
splunk_B客戶B部門,285GB授權量,uses,[],[],Relation
A人員,239.38GB average authorization usage,recommends,[],[],Relation
splunk_B客戶B部門,9.3.3/2025.02.26,uses,[],[],Relation
The handling engineer is A staff.,The maintenance record was made for B client.,at the same time,[],[],Relation
The maintenance event happened on 2025/11/06 between 11:00-12:00,The handling engineer is A staff.,because,[],[],Relation
A client maintenance action of splunk_B client B department monthly maintenance was performed for October.,The maintenance record was made for B client.,at the same time,[],[],Relation
The maintenance event happened on 2025/11/06 between 11:00-12:00.,A client maintenance action of splunk_B client B department monthly maintenance was performed for October.,as a result,[],[],Relation
The average allocation amount is 239.38GB.,The recommended authorization quantity is 285GB.,because,[],[],Relation
"IDX01, IDX02, and IDX03 server spaces are 90% full.","If the space usage continues to increase, frozen items will be moved.",as a result,[],[],Relation
The current version is 9.3.3/2025.02.26.,The current version can be upgraded.,because,[],[],Relation
