name:ID,type,concepts,synsets,:LABEL
The action includes updating GeoDB and upgrading GitLab version from 18.1.6 to 18.5.2 for patching vulnerability CVE-2025-11224.,event,[],[],Node
For patching vulnerability CVE-2025-11224,event,[],[],Node
GitLab has been upgraded to the recommended version 18.5.2,event,[],[],Node
The AI website service record query dashboard is built.,event,[],[],Node
It is convenient for subsequent regular queries of AI website connection records.,event,[],[],Node
The alert <DNS_TUNNELING_Single source query different domain quantity and DNS query count exceeds standard> threshold is adjusted.,event,[],[],Node
The query threshold for different domain quantities is changed from 200 to 300 statistical period from three minutes to five minutes.,event,[],[],Node
All of the work items are completed.,event,[],[],Node
The pending tasks include alarm inventory and FCB setup.,event,[],[],Node
This is a maintenance record of client C.,event,[],[],Node
Engineer B handled the time from 2025/11/25 13:30 to 2025/11/25 17:30,event,[],[],Node
Gitlab version upgrade from 18.1.6 to 18.5.2 to fix vulnerability CVE-2025-11224,event,[],[],Node
Gitlab,entity,[],[],Node
"Adjust alert <DNS_TUNNELING_Single source query different domain count and DNS query frequency exceeds standard> threshold, change domain quantity from 200 to 300",event,[],[],Node
DNS,entity,[],[],Node
"Pending: alert audit, FCB settings.",event,[],[],Node
維護記錄,entity,[],[],Node
2025/11/17 13:30 至 2025/11/17 17:30,entity,[],[],Node
1.更新GeoDB,entity,[],[],Node
2.AI網站服務紀錄調閱 (202508-202510),entity,[],[],Node
3.2025弱點掃描報告資訊整理,entity,[],[],Node
4.eStreamer 資料異常處理,entity,[],[],Node
5.KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法，使其同時比對IP及網段,entity,[],[],Node
The maintenance record is created for C客戶.,event,[],[],Node
The processing engineer B人員 works from 2025/11/17 13:30 to 2025/11/17 17:30.,event,[],[],Node
Splunk駐點服務202511第三周(2025/11/17) is described.,event,[],[],Node
"eStreamer data is processed, and it was discovered that eStreamer data has only received status logs since 11/14 23:20 with KVstore state abnormal.",event,[],[],Node
"KPMG penetration testing IP whitelist is added, and the alarm syntax is modified so that it simultaneously compares IP and network segment.",event,[],[],Node
There are pending tasks of alarm inventory.,event,[],[],Node
The tasks are 1. Update GeoDB 2. AI website service records retrieval (202508-202510) 3. 2025 vulnerability scan report information summary 4. eStreamer data anomaly processing.,event,[],[],Node
The tasks are completed.,event,[],[],Node
eStreamer data has only received status logs since 11/14 23:20 with KVstore state abnormal.,event,[],[],Node
"Service is restarted, and data gradually enters Splunk.",event,[],[],Node
KPMG penetration testing IP whitelist is added.,event,[],[],Node
IP and network segment are simultaneously compared due to modified alert syntax.,event,[],[],Node
C客戶 的維護紀錄被記錄了。,event,[],[],Node
B人員 進行時間為 2025/11/17 13:30 至 2025/11/17 17:30。,event,[],[],Node
AI網站服務紀錄調閱 (202508-202510) 進行了。,event,[],[],Node
eStreamer 資料異常處理進行了。,event,[],[],Node
eStreamer,entity,[],[],Node
KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法。,event,[],[],Node
KPMG,entity,[],[],Node
IP,entity,[],[],Node
網段,entity,[],[],Node
Splunk駐點服務202511第二周(2025/11/11),entity,[],[],Node
CVE-2025-41244,entity,[],[],Node
VMware Tools,entity,[],[],Node
CVE-2025-41246,entity,[],[],Node
報告及告警寄件人,entity,[],[],Node
KPMG滲透測試,entity,[],[],Node
虲理工程師處理 C客戶 的維護紀錄。,event,[],[],Node
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下,event,[],[],Node
處理工程師為 B人員 進行時間為 2025/11/11 13:30 至 2025/11/11 17:30。,event,[],[],Node
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下: 1.VMware Tools 漏洞修補 為修補漏洞CVE-2025-41244、CVE-2025-41246，以按照提供之SOP更新至12.3.5版本,event,[],[],Node
待辦事項 1. 告警盤點 (預計下周開始),event,[],[],Node
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下:3.KPMG滲透測試IP白名單 已將IP加入白名單，但提供的清單中有很多為網段，需要修改規則才能比對，目前正在修改中,event,[],[],Node
狀態描述 Splunk駐點服務202511第二周(2025/11/11) 處置動作 本周工作項目如下: 2報告及告警寄件人更新,event,[],[],Node
A maintenance record for the client C was processed.,event,[],[],Node
The engineer B handled the processing from 2025/11/11 at 13:30 to 2025/11/11 at 17:30,event,[],[],Node
2025/11/11,entity,[],[],Node
"An update was described for Splunk on-site service, 2nd week of November.",event,[],[],Node
The task list includes VMware Tools vulnerability patching,event,[],[],Node
"KPMG penetration testing IP whitelist was updated. There are many subnets in the provided list that need rule modifications for matching, it is currently being modified",event,[],[],Node
Heavy Forwarder,entity,[],[],Node
磁碟用量暴增,entity,[],[],Node
KV store憑證過期,entity,[],[],Node
Calvin,entity,[],[],Node
磁碟用量調查,entity,[],[],Node
geodb 更新,entity,[],[],Node
KV store憑證,entity,[],[],Node
A maintenance record for customer C was created.,event,[],[],Node
The processing engineer B worked from 2025/11/04 13:30 to 2025/11/04 17:30.,event,[],[],Node
The Splunk on-site service for week one of 2025 was handled.,event,[],[],Node
The geodb was updated.,event,[],[],Node
The disk usage of the Heavy Forwarder was investigated.,event,[],[],Node
The report and alert sender were updated.,event,[],[],Node
There are pending tasks for alert inventory and VMware Tools vulnerability patching.,event,[],[],Node
The disk usage of the host suddenly increased yesterday (11/3).,event,[],[],Node
The KV store certificate expired.,event,[],[],Node
Discovering that the KV store certificate had expired.,event,[],[],Node
The KV store status and disk usage are currently normal,event,[],[],Node
A maintenance record for client C.,event,[],[],Node
Engineer B handled the process from 2025/11/04 13:30 to 2025/11/04 17:30.,event,[],[],Node
"Reports and alerts originally sent to Ryan have been changed to Calvin. A new Splunk login account has also been added, and future notifications including ES case closure will be handled by Calvin for review and closure.",event,[],[],Node
13:30至17:30,entity,[],[],Node
Splunk駐點服務202510第五周,entity,[],[],Node
本月維護作業,entity,[],[],Node
geodb,entity,[],[],Node
VirusTotal,entity,[],[],Node
AbuseIPDB,entity,[],[],Node
Search Head測試,entity,[],[],Node
The processing engineer is B worker,event,[],[],Node
The handling time is from 2025/10/27 13:30 to 2025/10/27 17:30,event,[],[],Node
The status description is Splunk deployment service 202510 fifth week (2025/10/27),event,[],[],Node
AbuseIPDB can be used directly for Splunk,event,[],[],Node
"The week's work includes: 1. Update geodb, 2. Complete this month's maintenance task.",event,[],[],Node
AbuseIPDB can be used directly for Splunk at Search Head,event,[],[],Node
The schedule can be established,event,[],[],Node
The maintenance record for C客戶 is being managed.,event,[],[],Node
B人員 handled the maintenance as a processing engineer.,event,[],[],Node
Splunk駐點服務 is in operation for the fifth week of October 2025.,event,[],[],Node
"Work items for this week include updating geodb, completing monthly maintenance tasks, and comparing data with VirusTotal from over a year ago (ongoing).",event,[],[],Node
monthly maintenance tasks,entity,[],[],Node
data,entity,[],[],Node
AbuseIPDB is detected and directly connected to splunk at Search Head for testing.,event,[],[],Node
Search Head,entity,[],[],Node
Pending tasks include alert inventory and VMware Tools vulnerability patching.,event,[],[],Node
alert inventory,entity,[],[],Node
VMware Tools vulnerability patching,entity,[],[],Node
Splunk駐點服務202510第四周,entity,[],[],Node
這是一筆關於 C客戶 的維護紀錄。,event,[],[],Node
狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20).,event,[],[],Node
處理工程師為 B人員 進行時間為 2025/10/20 11:00 至 2025/10/20 16:00。,event,[],[],Node
狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20),event,[],[],Node
處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.<刪除資料庫中IOC> 頁面復原 3.<HTTP對外大量傳輸資料報表>調整 於報表新增需監控之url 4.一年以上情資比對VirusTotal (進行中).,event,[],[],Node
已取得需比對之情資清單,event,[],[],Node
後續會確認是否有其他類似VT之檢測工具以多方檢測,event,[],[],Node
There is a maintenance record about C client.,event,[],[],Node
C client,entity,[],[],Node
B staff handled the case from 2025/10/20 11:00 to 2025/10/20 16:00.,event,[],[],Node
B staff,entity,[],[],Node
Splunk on-site service of the fourth week (2025/10/20).,event,[],[],Node
on-site service,entity,[],[],Node
Delete IOC from database and restore page.,event,[],[],Node
IOC,entity,[],[],Node
database,entity,[],[],Node
page,entity,[],[],Node
Adjust HTTP outbound large data transmission report and add URL to be monitored in the report.,event,[],[],Node
HTTP,entity,[],[],Node
report,entity,[],[],Node
URL,entity,[],[],Node
Compare intelligence with VirusTotal for more than a year (in progress).,event,[],[],Node
intelligence,entity,[],[],Node
Splunk駐點服務202510第三周,entity,[],[],Node
更新geodb,entity,[],[],Node
<SAP重要TCode執行紀錄>,entity,[],[],Node
告警語法,entity,[],[],Node
F5VPN特定使用者連線的紀錄(ssp),entity,[],[],Node
<F5VPN特定使用者連線的紀錄(ssp) 不含數位科技中心>,entity,[],[],Node
<F5VPN特定使用者連線的紀錄(ssp) 僅數位科技中心,entity,[],[],Node
This is a maintenance record for C client.,event,[],[],Node
Technician B handled the case during the time from 2025/10/13 13:30 to 2025/10/13 17:30.,event,[],[],Node
Splunk on-site service for the third week of October 2025 (2025/10/13) is being handled.,event,[],[],Node
This week's work items include updating geodb.,event,[],[],Node
This week's work items include adjusting the alert syntax for <SAP important TCode execution records>.,event,[],[],Node
This week's work items include adjusting <F5VPN specific user connection records (ssp)> according to requirements.,event,[],[],Node
The original syntax's user was only matched with system administrators and not actual users.,event,[],[],Node
The alert syntax for <SAP important TCode execution records> was adjusted to obtain the actual user from CyberArk logs before sending the email.,event,[],[],Node
Records related to 'Digital Technology Center' are separated into two reports: <F5VPN specific user connection records (ssp) not including Digital Technology Center> and <F5VPN specific user connection records (ssp) only for Digital Technology Center>.,event,[],[],Node
"This week's work items include updating geodb, adjusting the alert syntax for <SAP important TCode execution records>, and adjusting <F5VPN specific user connection records (ssp)> according to requirements.",event,[],[],Node
Pending items include alert auditing and comparing data from more than one year ago with VirusTotal.,event,[],[],Node
This is a maintenance record about C client.,event,[],[],Node
client,entity,[],[],Node
Technician B staff handled the case from 2025/10/13 13:30 to 2025/10/13 17:30.,event,[],[],Node
staff,entity,[],[],Node
case,entity,[],[],Node
Description: Splunk on-site service for the third week of October 2025 (2025/10/13).,event,[],[],Node
service,entity,[],[],Node
Action: This week's tasks are as follows. 1.Update geodb.,event,[],[],Node
2.Adjust the alert syntax of <SAP important TCode execution record>.,event,[],[],Node
SAP,entity,[],[],Node
TCode,entity,[],[],Node
3.Adjust <F5VPN specific user connection records (ssp)>.,event,[],[],Node
F5VPN,entity,[],[],Node
ssp,entity,[],[],Node
"According to requirements, the records of 'Digital Technology Center' were separated into two reports. <F5VPN specific user connection records (ssp) not including Digital Technology Center> <F5VPN specific user connection record (ssp) only Digital Technology Center>",event,[],[],Node
Digital,entity,[],[],Node
Technology,entity,[],[],Node
Center,entity,[],[],Node
2. One year or more data comparison with VirusTotal.,event,[],[],Node
202510第二周(2025/10/07),entity,[],[],Node
自動化封鎖清單異動儀表板建置 (進行中),entity,[],[],Node
情資白名單新增,entity,[],[],Node
Cyble ASM IP,entity,[],[],Node
This is a maintenance record for client C.,event,[],[],Node
The processing engineer B staff worked from 2025/10/07 13:30 to 2025/10/07 17:30.,event,[],[],Node
The status description is Splunk On-site Service 202510 second week (2025/10/07).,event,[],[],Node
There is a list of tasks for this week.,event,[],[],Node
To do list 1. Alert inventory.,event,[],[],Node
Engineer B handled the maintenance,event,[],[],Node
The action includes the following weekly tasks: 1. Update geodb.,event,[],[],Node
3. Add Cyble ASM IP to the whitelist for intelligence.,event,[],[],Node
Cyble,entity,[],[],Node
ASM,entity,[],[],Node
2025/10/01 13:30至2025/10/01 17:30,entity,[],[],Node
維護記錄的進行時間,entity,[],[],Node
Splunk駐點服務202510第一周,entity,[],[],Node
自動化封鎖清單異動儀表板建置,entity,[],[],Node
17.10.8,entity,[],[],Node
CVE-2025-6454、CVE-2025-2256,entity,[],[],Node
處理工程師為 B人員 進行時間為 2025/10/01 13:30 至 2025/10/01 17:30。,event,[],[],Node
"狀態描述 (Description): Splunk駐點服務202510第一周(2025/10/01) 處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.建立告警<PWLAN觸發IPS高風險告警> 將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來 3.自動化封鎖清單異動儀表板建置 (進行中) 4.GitLab升版 17.10.8 → 18.1.6 原先版本受到漏洞CVE-2025-6454、CVE-2025-2256影響，故進行升版",event,[],[],Node
原先版本受到漏洞CVE-2025-6454、CVE-2025-2256影響,event,[],[],Node
GitLab升版 17.10.8 → 18.1.6,event,[],[],Node
Engineer B staff handled the maintenance from 2025/10/01 13:30 to 2025/10/01 17:30.,event,[],[],Node
The description of the state is Splunk on-site service for week one in October 2025 (2025/10/01).,event,[],[],Node
"2. Create alert ""PWLAN triggers IPS high-risk alert"" and separate events with src=""172.*"" from the original ""IPS high-risk alert"".",event,[],[],Node
PWLAN,entity,[],[],Node
IPS,entity,[],[],Node
4. Upgrade GitLab from version 17.10.8 to 18.1.6 due to vulnerabilities CVE-2025-6454 and CVE-2025-2256 in the previous version.,event,[],[],Node
CVE-2025-6454,entity,[],[],Node
CVE-2025-2256,entity,[],[],Node
Splunk駐點服務202601第三周,entity,[],[],Node
Gitlab漏洞修補 18.5.4 -> 18.5.5,entity,[],[],Node
升級至建議版本,entity,[],[],Node
<F5VPN特定使用者連線的紀錄(sas)> 停用報表,entity,[],[],Node
<F5VPN特定使用者連線的紀錄(sas),entity,[],[],Node
FWD03 底層資料收容 filter 設定,entity,[],[],Node
大量SERVICE_START 及 SERVICE_STOP 資料,entity,[],[],Node
<HTTP對外大量傳輸資料報表>,entity,[],[],Node
<HTTPS大量資料傳輸告警,entity,[],[],Node
處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。,event,[],[],Node
狀態描述 (Description): Splunk駐點服務202601第三周(2026/1/19),event,[],[],Node
<HTTP對外大量傳輸資料報表>調整,event,[],[],Node
FWD03 底層資料收容 filter 設定 已排除大量SERVICE_START 及 SERVICE_STOP 資料,event,[],[],Node
<HTTPS大量資料傳輸告警> 排除特定URL改由報表寄送,event,[],[],Node
為修補漏洞已將Gitlab升級至建議版本,event,[],[],Node
The processing engineer was B personnel,event,[],[],Node
This is a description about Splunk service,event,[],[],Node
"The action of the week includes updating GeoDB, patching Gitlab vulnerabilities from 18.5.4 to 18.5.5.",event,[],[],Node
Disabled reports on specific user connections for F5VPN,event,[],[],Node
Set filter settings for FWD03 base data storage to exclude large amounts of SERVICE_START and SERVICE_STOP data.,event,[],[],Node
Adjustment is made on HTTP external bulk data transfer report,event,[],[],Node
Removing specific URL from HTTPS large data transfer alarm,event,[],[],Node
HTTPS,entity,[],[],Node
SSH Server vulnerability patching is pending.,event,[],[],Node
套件,entity,[],[],Node
NTP服務,entity,[],[],Node
主機,entity,[],[],Node
KVstore,entity,[],[],Node
憑證,entity,[],[],Node
Hank,entity,[],[],Node
報告,entity,[],[],Node
FIsac情資撈取,entity,[],[],Node
新增indexer,entity,[],[],Node
IDX cluster節點,entity,[],[],Node
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30",event,[],[],Node
Splunk整體架構IP調整-完成 已設定完成所有主機的新IP,event,[],[],Node
Splunk套件升級-完成 已部屬新套件至各SH上,event,[],[],Node
NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用,event,[],[],Node
KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常,event,[],[],Node
SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給Hank,event,[],[],Node
FIsac情資撈取 已設定完成，正在等待防火牆開通,event,[],[],Node
新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態,event,[],[],Node
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 19:00",event,[],[],Node
Centos作業系統升級(評估中),event,[],[],Node
這是一筆關於 B客戶 的維護紀錄。,event,[],[],Node
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30 至 2025/11/05 19:00。",event,[],[],Node
Splunk整體架構IP調整-完成 已設定完成所有主機的新IP。,event,[],[],Node
Splunk套件升級-完成 已部屬新套件至各SH上。,event,[],[],Node
SH,entity,[],[],Node
NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用。,event,[],[],Node
KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常。,event,[],[],Node
SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給Hank。,event,[],[],Node
SPLUNK,entity,[],[],Node
維護報告,entity,[],[],Node
FIsac情資撈取 已設定完成，正在等待防火牆開通。,event,[],[],Node
FIsac,entity,[],[],Node
情資,entity,[],[],Node
防火牆,entity,[],[],Node
新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態。,event,[],[],Node
indexer,entity,[],[],Node
IDX cluster,entity,[],[],Node
代辦事項： Centos作業系統升級(評估中)。,event,[],[],Node
Centos作業系統,entity,[],[],Node
I客戶,entity,[],[],Node
Splunk_11月維護,entity,[],[],Node
20GB,entity,[],[],Node
133.26GB,entity,[],[],Node
Red Hat 9.4,entity,[],[],Node
處理工程師為 A人員,event,[],[],Node
進行時間為 2025/11/07 13:50 至 2025/11/07 17:30,event,[],[],Node
狀態描述 (Description): Splunk_11月維護,event,[],[],Node
狀態描述 (Description): Splunk_11月維護 工程師為 A人員,event,[],[],Node
This is a maintenance record for I客戶.,event,[],[],Node
"The handling engineer was A人員, who worked from 2025/11/07 13:50 to 2025/11/07 17:30.",event,[],[],Node
The description of the situation is Splunk_11月維護,event,[],[],Node
The server performance is normal.,event,[],[],Node
onsite 處置動作,entity,[],[],Node
PA報表寄信異常,entity,[],[],Node
PA 每月Block Category報表,entity,[],[],Node
排程重新執行,entity,[],[],Node
indexer 新增至IDX cluster節點,entity,[],[],Node
Centos作業系統升級,entity,[],[],Node
FIsac資料收容,entity,[],[],Node
各台主機KV store 憑證效期,entity,[],[],Node
"處理工程師為 A人員, C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40",event,[],[],Node
A部門 PA報表寄信異常-未完成 已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2,event,[],[],Node
A部門 PA 每月Block Category報表在重新執行排程時會出現error，將於下周到場繼續處理,event,[],[],Node
B部門 新增indexer –完成 新增indexer至IDX cluster節點，目前將觀察index同步狀態,event,[],[],Node
PA 每月Block Category報表在重新執行排程時會出現error,event,[],[],Node
將於下周到場繼續處理,event,[],[],Node
"處理工程師為 A人員,C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40。",event,[],[],Node
PA報表寄信異常-未完成 已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2。,event,[],[],Node
PA 每月Block Category報表在重新執行排程時會出現error，將於下周到場繼續處理。,event,[],[],Node
新增indexer至IDX cluster節點，目前將觀察index同步狀態。,event,[],[],Node
2025/11/06 10:00 至 2025/11/06 11:00,entity,[],[],Node
A人員處理B客戶,entity,[],[],Node
Splunk_10月維護,entity,[],[],Node
9.3.6/2025.07.31,entity,[],[],Node
10.0.1/2025.09.25,entity,[],[],Node
處理工程師為 A人員 進行時間為 2025/11/06 10:00 至 2025/11/06 11:00。,event,[],[],Node
狀態描述 (Description): Splunk_10月維護,event,[],[],Node
A maintenance record for B client was created.,event,[],[],Node
A人員 processed the B client's maintenance.,event,[],[],Node
The status description was Splunk_10月維護,event,[],[],Node
The action included authorizing usage recommendation for B client,event,[],[],Node
splunk_B客戶B部門,entity,[],[],Node
IDX01,entity,[],[],Node
90% space usage,entity,[],[],Node
IDX02,entity,[],[],Node
IDX03,entity,[],[],Node
285GB授權量,entity,[],[],Node
239.38GB average authorization usage,entity,[],[],Node
The handling engineer is A staff.,event,[],[],Node
The maintenance record was made for B client.,event,[],[],Node
The maintenance event happened on 2025/11/06 between 11:00-12:00,event,[],[],Node
A client maintenance action of splunk_B client B department monthly maintenance was performed for October.,event,[],[],Node
The maintenance event happened on 2025/11/06 between 11:00-12:00.,event,[],[],Node
The average allocation amount is 239.38GB.,event,[],[],Node
The recommended authorization quantity is 285GB.,event,[],[],Node
"IDX01, IDX02, and IDX03 server spaces are 90% full.",event,[],[],Node
"If the space usage continues to increase, frozen items will be moved.",event,[],[],Node
The current version is 9.3.3/2025.02.26.,event,[],[],Node
The current version can be upgraded.,event,[],[],Node
The latest version is 10.0.1/2025.09.25.,event,[],[],Node
The current version can be upgraded to the new version.,event,[],[],Node
A maintenance record about B client was created.,event,[],[],Node
B client,entity,[],[],Node
"Engineer A staff processed the maintenance from 11:00 to 12:00 on November 6, 2025.",event,[],[],Node
A staff,entity,[],[],Node
engineer,entity,[],[],Node
The description of the state is Splunk B client department October monthly maintenance.,event,[],[],Node
B client department,entity,[],[],Node
1. It is suggested to expand the authorization quantity to 285GB with an average authorization usage of 239.38GB.,event,[],[],Node
authorization quantity,entity,[],[],Node
285GB,entity,[],[],Node
average authorization usage,entity,[],[],Node
239.38GB,entity,[],[],Node
"2. The space usage of servers IDX01, IDX02, and IDX03 has reached 90%.",event,[],[],Node
servers,entity,[],[],Node
space usage,entity,[],[],Node
"It is suggested that if the space usage continues to grow, frozen will be moved.",event,[],[],Node
frozen,entity,[],[],Node
3. There are no system optimization suggestions.,event,[],[],Node
system optimization suggestions,entity,[],[],Node
4. It is suggested that the current version 9.3.3/2025.02.26 should be updated to version 10.0.1/2025.09.25.,event,[],[],Node
current version,entity,[],[],Node
2025.02.26,entity,[],[],Node
newest version,entity,[],[],Node
version 10.0.1,entity,[],[],Node
2025.09.25,entity,[],[],Node
The current version has recently been scanned for vulnerabilities and it is recommended to upgrade.,event,[],[],Node
vulnerabilities,entity,[],[],Node
"A人員, C人員",entity,[],[],Node
2025/11/18 13:30 至 2025/11/18 17:30,entity,[],[],Node
駐點工作內容,entity,[],[],Node
檢查各台主機KV store 憑證效期,entity,[],[],Node
FISAC資料收容,entity,[],[],Node
Splunk bundle儲存量過大,entity,[],[],Node
Indexer 索引同步狀態,entity,[],[],Node
james,entity,[],[],Node
IP申請單,entity,[],[],Node
"處理工程師為 A人員,C人員 進行時間為 2025/11/18 13:30 至 2025/11/18 17:30。",event,[],[],Node
A部門 1.PA報表寄信異常-完成 已設定PA 每月Block Category報表新的寄送套件，將於下個月1號確認該報表寄送郵件情況。,event,[],[],Node
B部門 1.檢查各台主機KV store 憑證效期 已更新全部主機之KV store 憑證(效期至：2028/11)。,event,[],[],Node
B部門 2.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,event,[],[],Node
B部門 3.Splunk bundle儲存量過大 加入設定以停止預先儲存/apps/search路徑下的csv檔案作為知識包。,event,[],[],Node
B部門 4.Indexer 索引同步狀態 確認index同步狀態為正常。,event,[],[],Node
A部門 1.PA報表寄信異常-完成,event,[],[],Node
PA報表寄信異常-完成 已設定PA 每月Block Category報表新的寄送套件，將於下個月1號確認該報表寄送郵件情況。,event,[],[],Node
檢查各台主機KV store 憑證效期 已更新全部主機之KV store 憑證(效期至：2028/11)。,event,[],[],Node
FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,event,[],[],Node
James,entity,[],[],Node
Splunk bundle儲存量過大 加入設定以停止預先儲存/apps/search路徑下的csv檔案作為知識包。,event,[],[],Node
Indexer 索引同步狀態 確認index同步狀態為正常。,event,[],[],Node
Indexer,entity,[],[],Node
設備接收狀態檢查,entity,[],[],Node
今日工作項目,entity,[],[],Node
1.asa事件接收異常 問題：新增UDP接收來自172.20.137.45的asa事件，於搜尋頁面上卻查詢不到該IP事件 解決辦法：於indexer cluster上新增索引後部署至底下indexer，再次於SH上執行搜尋即可查詢事件,entity,[],[],Node
2.checkpoint相關告警查看 確認所有checkpoint告警使用情況。,entity,[],[],Node
The maintenance record is about I客戶.,event,[],[],Node
A person named A人員 handled the issue.,event,[],[],Node
The engineer started working at 2025/11/19 13:30 to 2025/11/19 14:30.,event,[],[],Node
The device received the status check.,event,[],[],Node
There was a checkpoint-related alarm query.,event,[],[],Node
: 1.asa事件接收異常 問題：新增UDP接收來自172.20.137.45的asa事件，於搜尋頁面上卻查詢不到該IP事件.,event,[],[],Node
解決辦法：於indexer cluster上新增索引後部署至底下indexer，再次於SH上執行搜尋即可查詢事件.,event,[],[],Node
There is a maintenance record for customer I.,event,[],[],Node
customer,entity,[],[],Node
Engineer A handled the task from 2025/11/19 13:30 to 2025/11/19 14:30.,event,[],[],Node
task,entity,[],[],Node
The status description is equipment receipt status check.,event,[],[],Node
status description,entity,[],[],Node
equipment,entity,[],[],Node
the action is to work on the following tasks today: 1.asa event reception anomaly,event,[],[],Node
action,entity,[],[],Node
tasks,entity,[],[],Node
"Problem: New UDP receive from 172.20.137.45 ASA event, cannot find IP event on search page.",event,[],[],Node
problem,entity,[],[],Node
UDP,entity,[],[],Node
IP event,entity,[],[],Node
search page,entity,[],[],Node
"Solution: Add index to indexer cluster and deploy it downstream to the below indexer, then perform a search again to query for events.",event,[],[],Node
solution,entity,[],[],Node
index,entity,[],[],Node
indexer cluster,entity,[],[],Node
search,entity,[],[],Node
2.checkpoint-related alarm check,event,[],[],Node
checkpoint,entity,[],[],Node
alarms,entity,[],[],Node
2025/11/21,entity,[],[],Node
PA TRAFFIC事件sourcetype更換,entity,[],[],Node
2025,entity,[],[],Node
PA事件時間誤差,entity,[],[],Node
The engineers A人員 and C人員 handled the case from 2025/11/21 09:30 to 2025/11/21 17:00.,event,[],[],Node
Engineers A人員 and C人員 handled the case from 2025/11/21 09:30 to 2025/11/21 17:00.,event,[],[],Node
The status description is that there was an abnormality in the firewall event import time.,event,[],[],Node
Status Description: There was an abnormality in the firewall event import time.,event,[],[],Node
Event action and processing details were provided.,event,[],[],Node
The engineers went to the site today for the following operations.,event,[],[],Node
"Events of type PA TRAFFIC had their sourcetype changed to pan:log, and Splunk was configured to determine event types.",event,[],[],Node
The events of type PA TRAFFIC were changed to have a sourcetype of pan:log.,event,[],[],Node
Splunk was used to determine the event type,event,[],[],Node
"If the PA event type is threat or system, the default settings are used.",event,[],[],Node
The current practice for PA event time deviation is to delete the setting that determines the event time as the current time.,event,[],[],Node
"處理工程師為 A人員,C人員 進行時間為 2025/11/21 09:30 至 2025/11/21 17:00",event,[],[],Node
PA TRAFFIC事件sourcetype更換 將sourcetype更改為pan:log，並套用設定使splunk判斷事件類型,event,[],[],Node
PA TRAFFIC,entity,[],[],Node
如果PA事件類型為traffic，則套用立嘉的欄位擷取設定,event,[],[],Node
立嘉,entity,[],[],Node
如果PA事件類型為threat或system，則使用預設設定,event,[],[],Node
G客戶,entity,[],[],Node
2025/11/03 10:00,entity,[],[],Node
2025/11/03 12:00,entity,[],[],Node
This is a maintenance record for G customer.,event,[],[],Node
The processing engineer A personnel handled the task from 2025/11/03 10:00 to 2025/11/03 12:00.,event,[],[],Node
The status description is Splunk_10月維護.,event,[],[],Node
"The authorization usage quantity purchased is 2GB, and the average usage quantity is 0.35GB.",event,[],[],Node
"The utilization rate is 17.5%, reaching 100% once, which is within normal range.",event,[],[],Node
"The CPU utilization rate is 1.24%, below 90%, which is normal.",event,[],[],Node
"The memory utilization rate is 18.21%, below 90%, which is normal.",event,[],[],Node
"The hard disk utilization rate is 42.91%, which is normal.",event,[],[],Node
All systems are normal and do not require adjustments.,event,[],[],Node
"The current version is 9.4.3 (2025.06.05), and the latest version is 10.0.1 (2025.09.25).",event,[],[],Node
"There are no vulnerabilities in the current version, so it will not be upgraded.",event,[],[],Node
This is a maintenance record for the G customer.,event,[],[],Node
The handling engineer is A人員.,event,[],[],Node
