":START_ID",":END_ID","relation","concepts","synsets",":TYPE"
"Description","Splunk駐點服務202512第一周(2025/12/2)","描述","['portray', 'depict', 'describe']","[]","Relation"
"Action","更新GeoDB, 2025下半年度告警盤點, AI網站服務紀錄調閱報表建置 <Gen AI 連線紀錄(每日): monthly report> <Gen AI 連線紀錄(整月): monthly report> 設定於每月1日凌晨2:00執行","包含","['contain', 'consist of', 'include']","[]","Relation"
"FCB設定","待辦事項","待調整","['be', 'wait', 'adjust']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/12/02 13:30 至 2025/12/02 17:30","狀態描述 (Description): Splunk駐點服務202512第一周(2025/12/2)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202512第一周(2025/12/2)","處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.2025下半年度告警盤點","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.2025下半年度告警盤點","3.AI網站服務紀錄調閱報表建置 <Gen AI 連線紀錄(每日): monthly report> <Gen AI 連線紀錄(整月): monthly report> 設定於每月1日凌晨2:00執行","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.2025下半年度告警盤點","待辦事項: 1. FCB設定調整","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"C客戶 的維護紀錄被記錄","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"C客戶 的維護紀錄被記錄","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員 在 2025/12/02 進行維護工作","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"待辦事項包括FCB設定調整","FCB","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","維護紀錄","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"B人員","C客戶","處理","['deal with', 'manage', 'handle', 'process', 'tackle']","[]","Relation"
"Splunk駐點服務","202511第四周","描述","['portray', 'depict', 'describe']","[]","Relation"
"Gitlab","18.5.2","升級至","['advance to', 'upgrade to', '升級为']","[]","Relation"
"Gitlab","CVE-2025-11224","為修補漏洞","['patch', 'repair', 'supplement', 'fix']","[]","Relation"
"AI網站服務","完成","調閱儀表板建置","['retrieve', 'access', 'view', 'inspect']","[]","Relation"
"DNS_TUNNELING_單一來源查詢不同網域數量與DNS查詢次數超標","告警","調整","['adjust', 'regulate', 'change', 'modify', 'tune']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/11/25 13:30 至 2025/11/25 17:30。","狀態描述 (Description): Splunk駐點服務202511第四周(2025/11/25)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202511第四周(2025/11/25)","處理工程師為 B人員 進行時間為 2025/11/25 13:30 至 2025/11/25 17:30。","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202511第四周(2025/11/25)","處置動作 (Action): 本周工作項目如下:","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","1.更新GeoDB","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","2.Gitlab版本升及18.1.6 -> 18.5.2 為修補漏洞CVE-2025-11224已將Gitlab升級至建議版本","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","3.AI網站服務紀錄調閱儀表板建置 為方便後續定期調閱AI網站連線紀錄，已建置調閱儀表板","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","4.<DNS_TUNNELING_單一來源查詢不同網域數量與DNS查詢次數超標>告警調整 查詢不同網域數量閥值由200改為300 統計區間由三分鐘改為五分鐘內","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","待辦事項: 1. 告警盤點 2. FCB設定","after","['come next', 'occur later', 'follow']","[]","Relation"
"處理工程師為B人員進行維護","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為B人員進行維護","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"將Gitlab升級至18.5.2版本","Gitlab","is participated by","['participate', 'include', 'involve']","[]","Relation"
"C客戶","處理工程師","維護紀錄","['preserve', 'maintain', 'record', 'keep']","[]","Relation"
"B人員","C客戶","處理","['deal with', 'manage', 'handle', 'process', 'tackle']","[]","Relation"
"2025/11/17 13:30 至 2025/11/17 17:30","B人員","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"本周工作項目","更新GeoDB","包含","['contain', 'consist of', 'include']","[]","Relation"
"本周工作項目","AI網站服務紀錄調閱 (202508-202510)","包含","['contain', 'consist of', 'include']","[]","Relation"
"本周工作項目","2025弱點掃描報告資訊整理","包含","['contain', 'consist of', 'include']","[]","Relation"
"本周工作項目","eStreamer 資料異常處理","包含","['contain', 'consist of', 'include']","[]","Relation"
"11/14 23:20後","僅收到狀態log，且KVstore狀態異常","資料狀態","['updated', 'recorded', 'available']","[]","Relation"
"重啟服務","eStreamer 資料異常處理","解決","['resolve', 'solve', 'address']","[]","Relation"
"KPMG滲透測試IP白名單","加入白名單，並修改告警語法","操作","['operate', 'handle', 'perform', 'execute']","[]","Relation"
"待辦事項","告警盤點","包含","['contain', 'consist of', 'include']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/11/17 13:30 至 2025/11/17 17:30","狀態描述 (Description): Splunk駐點服務202511第三周(2025/11/17)","during","['take place in', 'occur in', 'happen in']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202511第三周(2025/11/17)","處置動作 (Action): 本周工作項目如下:","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","1.更新GeoDB","before","['happen earlier', 'occur prior to', 'precede']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","2.AI網站服務紀錄調閱 (202508-202510)","before","['happen earlier', 'occur prior to', 'precede']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","3.2025弱點掃描報告資訊整理","before","['happen earlier', 'occur prior to', 'precede']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","4.eStreamer 資料異常處理 發現eStreamer資料從11/14 23:20後僅收到狀態log，且KVstore狀態異常，重啟服務後資料已陸續進到splunk","before","['happen earlier', 'occur prior to', 'precede']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","5.KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法，使其同時比對IP及網段","before","['happen earlier', 'occur prior to', 'precede']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","待辦事項: 1. 告警盤點","before","['happen earlier', 'occur prior to', 'precede']","[]","Relation"
"發現eStreamer資料從11/14 23:20後僅收到狀態log，且KVstore狀態異常，重啟服務後資料已陸續進到splunk","處置動作 (Action): 本周工作項目如下:","because","['due to', 'caused by', 'result from']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","待辦事項: 1. 告警盤點","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"B人員進行維護","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員進行維護","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師更新GeoDB","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師調閱AI網站服務紀錄","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師整理2025弱點掃描報告資訊","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師處理eStreamer資料異常","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"KPMG滲透測試IP加入白名單","KPMG","is participated by","['participate', 'include', 'involve']","[]","Relation"
"KPMG滲透測試IP加入白名單","處理工程師","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","維護紀錄","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"2025/11/11 13:30 至 2025/11/11 17:30","B人員","時間範圍","['时期', '时间范围', '时段', '期间']","[]","Relation"
"Splunk駐點服務202511第二周(2025/11/11)","維護紀錄","狀態描述","['state', 'characterize', 'describe']","[]","Relation"
"VMware Tools 漏洞修補","維護紀錄","工作項目","['responsibility', 'item', 'duty', 'task']","[]","Relation"
"CVE-2025-41244、CVE-2025-41246","VMware Tools 漏洞修補","漏洞","['contain', 'have', 'exist in']","[]","Relation"
"12.3.5版本","VMware Tools 漏洞修補","更新至","['update to', 'upgrade to', 'become version']","[]","Relation"
"報告及告警寄件人更新","維護紀錄","工作項目","['responsibility', 'item', 'duty', 'task']","[]","Relation"
"KPMG滲透測試IP白名單","維護紀錄","工作項目","['responsibility', 'item', 'duty', 'task']","[]","Relation"
"白名單","KPMG滲透測試IP白名單","狀態","['exist in', 'reside in', 'be in']","[]","Relation"
"網段","KPMG滲透測試IP白名單","內容","['contain', 'include', 'comprise']","[]","Relation"
"待辦事項","告警盤點","預期狀態","['expect', 'forecast', 'anticipate']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/11/11 13:30 至 2025/11/11 17:30","狀態描述 (Description): Splunk駐點服務202511第二周(2025/11/11)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202511第二周(2025/11/11)","處置動作 (Action): 本周工作項目如下:","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","1.VMware Tools 漏洞修補 為修補漏洞CVE-2025-41244、CVE-2025-41246，以按照提供之SOP更新至12.3.5版本","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","2.報告及告警寄件人更新","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","3.KPMG滲透測試IP白名單 已將IP加入白名單，但提供的清單中有很多為網段，需要修改規則才能比對，目前正在修改中","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","待辦事項: 1. 告警盤點 (預計下周開始)","after","['come next', 'occur later', 'follow']","[]","Relation"
"處理工程師進行維護","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師進行維護","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"VMware Tools漏洞修補","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"VMware Tools漏洞修補","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"報告及告警寄件人更新","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"報告及告警寄件人更新","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"滲透測試IP白名單修改","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"滲透測試IP白名單修改","C客戶","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","維護紀錄","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"工程師","B人員","為","['be', 'serve as', 'function as']","[]","Relation"
"2025/11/04 13:30 至 2025/11/04 17:30","B人員","時間","['period', 'duration', 'time']","[]","Relation"
"本周工作項目","Splunk駐點服務202511第一周(2025/11/4)","內容","['contain', 'include', 'comprise']","[]","Relation"
"KV store憑證","該台主機","過期","['lapse', 'expire', 'exceed']","[]","Relation"
"憑證","KV store憑證","已更新","['be updated', 'get updated', 'update to']","[]","Relation"
"磁碟用量","KV store","正常","['normal', 'standard', 'typical']","[]","Relation"
"Ryan","報告及告警","原寄給","['sent to', 'originally addressed to', 'intended for']","[]","Relation"
"Calvin","報告及告警","審核與結案","['结案', '确认', '审批', '审查', '处理']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/11/04 13:30 至 2025/11/04 17:30","狀態描述 (Description): Splunk駐點服務202511第一周(2025/11/4)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"發現昨日(11/3)該台主機磁碟用量暴增","同時發現該台主機KV store憑證過期","because","['due to', 'caused by', 'result from']","[]","Relation"
"已更新憑證","目前KV store狀態及磁碟用量皆為正常","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"已將原寄給Ryan之報告及告警改為Calvin，並新增Splunk登入帳號","未來包含ES結案等通知皆改由Calvin做審核與結案","because","['due to', 'caused by', 'result from']","[]","Relation"
"處理工程師為 B人員 进行时间","B人员","is participated by","['participate', 'include', 'involve']","[]","Relation"
"本周工作项目如下：1 更新geodb 2.Heavy Forwarder磁碟用量调查发现昨日该台主机磁碟用量暴增同时发现该台主机KV store凭证过期今日已更新凭证目前KV store状态及磁碟用量皆为正常","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"本周工作项目如下：1 更新geodb 2.Heavy Forwarder磁碟用量调查发现昨日该台主机磁碟用量暴增同时发现该台主机KV store凭证过期今日已更新凭证目前KV store状态及磁碟用量皆为正常","Splunk驻点服务","is participated by","['participate', 'include', 'involve']","[]","Relation"
"报告及告警寄件人更新将原寄给Ryan之报告及告警改为了Calvin并新增Splunk登入账号未来包含ES结案等通知皆由Calvin做审核与结案","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"报告及告警寄件人更新将原寄给Ryan之报告及告警改为了Calvin并新增Splunk登入账号未来包含ES结案等通知皆由Calvin做审核与结案","Calvin","is participated by","['participate', 'include', 'involve']","[]","Relation"
"报告及告警寄件人更新将原寄给Ryan之报告及告警改为了Calvin并新增Splunk登入账号未来包含ES结案等通知皆由Calvin做审核与结案","Ryan","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","處理工程師","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"2025/10/27 13:30 至 2025/10/27 17:30","B人員","時間範圍","['时期', '时间范围', '时段', '期间']","[]","Relation"
"更新geodb","本周工作項目","動作","['move', 'operate', 'act']","[]","Relation"
"完成本月維護作業","本周工作項目","動作","['move', 'operate', 'act']","[]","Relation"
"一年以上情資比對VirusTotal (進行中)","本周工作項目","動作","['move', 'operate', 'act']","[]","Relation"
"AbuseIPDB可檢測情資並直接串接splunk","Search Head測試","狀態描述","['state', 'characterize', 'describe']","[]","Relation"
"建立排程","Search Head測試","目標","['aim', 'goal', 'target']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/10/27 13:30 至 2025/10/27 17:30","狀態描述 (Description): Splunk駐點服務202510第五周(2025/10/27)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202510第五周(2025/10/27)","處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.完成本月維護作業 3.一年以上情資比對VirusTotal (進行中)","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下: 1. 更新geodb 2. 完成本月維護作業 3. 一年以上情資比對VirusTotal (進行中)","目前有看到AbuseIPDB可檢測情資並直接串接splunk 於Search Head測試可使用後即可建立排程","after","['come next', 'occur later', 'follow']","[]","Relation"
"處置動作 (Action): 本周工作項目如下: 1. 更新geodb 2. 完成本月維護作業 3. 一年以上情資比對VirusTotal (進行中)","待辦事項: 1. 告警盤點 2. VMware Tools 漏洞修補","because","['due to', 'caused by', 'result from']","[]","Relation"
"處理工程師為 B人員 进行时间","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為 B人員 进行时间","B人员","is participated by","['participate', 'include', 'involve']","[]","Relation"
"状态描述","Splunk驻点服务202510第五周(2025/10/27)","is participated by","['participate', 'include', 'involve']","[]","Relation"
"处置动作包括更新geodb","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"处置动作包括完成本月维护作业","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"处置动作包括一年以上情报对比VirusTotal (进行中)","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"处置动作包括告警盘点","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"处置动作包括VMware Tools漏洞修修补","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","維護紀錄","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"2025/10/20 11:00 至 2025/10/20 16:00","B人員","時間","['period', 'duration', 'time']","[]","Relation"
"Splunk駐點服務202510第四周(2025/10/20)","維護紀錄","狀態描述","['state', 'characterize', 'describe']","[]","Relation"
"更新geodb","本周工作項目","動作","['move', 'operate', 'act']","[]","Relation"
"<刪除資料庫中IOC>","本周工作項目","動作","['move', 'operate', 'act']","[]","Relation"
"頁面復原","本周工作項目","動作","['move', 'operate', 'act']","[]","Relation"
"調整 於報表新增需監控之url","本周工作項目","動作","['move', 'operate', 'act']","[]","Relation"
"一年以上情資比對VirusTotal","進行中","狀態","['exist in', 'reside in', 'be in']","[]","Relation"
"已取得需比對之情資清單","一年以上情資比對VirusTotal","狀態","['exist in', 'reside in', 'be in']","[]","Relation"
"待辦事項","告警盤點","內容","['contain', 'include', 'comprise']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/10/20 11:00 至 2025/10/20 16:00","狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20)","處置動作 (Action): 本周工作項目如下: 1.更新geodb","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下: 1.更新geodb","2.<刪除資料庫中IOC> 頁面復原 3.<HTTP對外大量傳輸資料報表>調整 於報表新增需監控之url","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下: 1.更新geodb","4.一年以上情資比對VirusTotal (進行中)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下: 1.更新geodb","待辦事項: 1. 告警盤點","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"處理工程師為 B人員 进行时间维护","B人员","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為 B人員 进行时间维护","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"Splunk驻点服务202510第四周(2025/10/20)进行中","C客户","is participated by","['participate', 'include', 'involve']","[]","Relation"
"Splunk驻点服务202510第四周(2025/10/20)进行中","Splunk驻点服务","is participated by","['participate', 'include', 'involve']","[]","Relation"
"工作项目包括更新geodb和页面复原","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"工作项目包括更新geodb和页面复原","geodb","is participated by","['participate', 'include', 'involve']","[]","Relation"
"工作项目包括更新geodb和页面复原","页面","is participated by","['participate', 'include', 'involve']","[]","Relation"
"工作项目包括调整HTTP对外大量传输资料报表以新增需监控之url","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"工作项目包括调整HTTP对外大量传输资料报表以新增需监控之url","HTTP对对外大量传输资料报表","is participated by","['participate', 'include', 'involve']","[]","Relation"
"工作项目包括调整HTTP对外大量传输资料报表以新增需监控之url","url","is participated by","['participate', 'include', 'involve']","[]","Relation"
"进行中的一年以上情资比对VirusTotal","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"进行中的一年以上情资比对VirusTotal","VirusTotal","is participated by","['participate', 'include', 'involve']","[]","Relation"
"待办事项包括告警盘点","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","維護紀錄","進行了","['conducted', 'performed', 'carry out']","[]","Relation"
"C客戶","維護紀錄","有","['be', 'have', 'possess']","[]","Relation"
"2025/10/13 13:30 至 2025/10/13 17:30","處理時間","是","['be', 'represents', 'is']","[]","Relation"
"Splunk駐點服務202510第三周(2025/10/13)","狀態","描述了","['portrayed', 'described', 'depicted']","[]","Relation"
"本周工作項目","更新geodb","包括","['comprises', 'contains', 'involves']","[]","Relation"
"本周工作項目","<SAP重要TCode執行紀錄>告警語法調整","包括","['comprises', 'contains', 'involves']","[]","Relation"
"本周工作項目","<F5VPN特定使用者連線的紀錄(ssp)>調整","包括","['comprises', 'contains', 'involves']","[]","Relation"
"告警盤點","待辦事項","是","['be', 'represents', 'is']","[]","Relation"
"一年以上情資比對VirusTotal","待辦事項","是","['be', 'represents', 'is']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/10/13 13:30 至 2025/10/13 17:30。","狀態描述 (Description): Splunk駐點服務202510第三周(2025/10/13)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202510第三周(2025/10/13)","處置動作 (Action): 本周工作項目如下:","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","1. 更新geodb","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","2.<SAP重要TCode執行紀錄>告警語法調整 原語法中的user經比對僅得到系統管理員，並非實際user，因此調整語法，透過比對cyberark log取得實際user後再寄出信件","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下:","3.<F5VPN特定使用者連線的紀錄(ssp)>調整 根據需求將”數位科技中心”之紀錄獨立出來，拆分為以下兩個報告 <F5VPN特定使用者連線的紀錄(ssp) 不含數位科技中心> <F5VPN特定使用者連線的紀錄(ssp) 僅數位科技中心>","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"<F5VPN特定使用者連線的紀錄(ssp)>調整 根據需求將”數位科技中心”之紀錄獨立出來，拆分為以下兩個報告 <F5VPN特定使用者連線的紀錄(ssp) 不含數位科技中心> <F5VPN特定使用者連線的紀錄(ssp) 僅數位科技中心>","待辦事項: 1. 告警盤點","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"<F5VPN特定使用者連線的紀錄(ssp)>調整 根據需求將”數位科技中心”之紀錄獨立出來，拆分為以下兩個報告 <F5VPN特定使用者連線的紀錄(ssp) 不含數位科技中心> <F5VPN特定使用者連線的紀錄(ssp) 僅數位科技中心>","待辦事項: 2. 一年以上情資比對VirusTotal","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"處理工程師為 B人員 进行时间","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處理工程師為 B人員 进行时间","B人员","is participated by","['participate', 'include', 'involve']","[]","Relation"
"Splunk 驻点服务202510第三周 (2025/10/13) 處置动作 包括 本周工作项目如下。","Splunk驻点服务","is participated by","['participate', 'include', 'involve']","[]","Relation"
"Splunk 驻点服务202510第三周 (2025/10/13) 處置动作 包括 本周工作项目如下。","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"更新geodb","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"告警语法规则调整","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"告警语法规则调整","cyberark日志","is participated by","['participate', 'include', 'involve']","[]","Relation"
"根据需求将“数位科技中心”之纪录独立出来，拆分为以下两个报告 <F5VPN特定使用者连线的纪录(ssp)不含数位科技中心> <F5VPN特定使用者连线的纪录(ssp)仅数位科技中心>","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"待办事项包括告警盘点","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"一年以上情报对比VirusTotal","处理工程师","is participated by","['participate', 'include', 'involve']","[]","Relation"
"B人員","C客戶","處理","['deal with', 'manage', 'handle', 'process', 'tackle']","[]","Relation"
"2025/10/07 13:30 至 2025/10/07 17:30","B人員","為時間","['represent', 'measure', 'pass']","[]","Relation"
"本周工作項目","更新geodb, 自動化封鎖清單異動儀表板建置 (進行中), 情資白名單新增 Cyble ASM IP","包含","['contain', 'consist of', 'include']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/10/07 13:30 至 2025/10/07 17:30","狀態描述 (Description): Splunk駐點服務202510第二周(2025/10/07)","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"狀態描述 (Description): Splunk駐點服務202510第二周(2025/10/07)","處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.自動化封鎖清單異動儀表板建置 (進行中) 3.情資白名單新增 Cyble ASM IP","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.自動化封鎖清單異動儀表板建置 (進行中) 3.情資白名單新增 Cyble ASM IP","待辦事項: 1. 告警盤點","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/10/07 13:30 至 2025/10/07 17:30","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.自動化封鎖清單異動儀表板建置 (進行中) 3.情資白名單新增 Cyble ASM IP","Cyble ASM IP","is participated by","['participate', 'include', 'involve']","[]","Relation"
"2025/10/01 13:30 至 2025/10/01 17:30","B人員","是進行時間","['proceeding', 'ongoing', 'be in progress']","[]","Relation"
"更新geodb","本周工作項目","是工作項目之一","['is one of', 'is included in', 'is a part of']","[]","Relation"
"建立告警<PWLAN觸發IPS高風險告警>","本周工作項目","是工作項目之一","['is one of', 'is included in', 'is a part of']","[]","Relation"
"src=""172.*"" 的事件","建立告警","將從原先<IPS高風險告警>中獨立出來","['separate out', 'break away from', 'detach']","[]","Relation"
"自動化封鎖清單異動儀表板建置","本周工作項目","是進行中的工作項目之一","['relates to', 'is part of', 'belongs to']","[]","Relation"
"GitLab升版 17.10.8 → 18.1.6","本周工作項目","是工作項目之一","['is one of', 'is included in', 'is a part of']","[]","Relation"
"CVE-2025-6454、CVE-2025-2256","GitLab","是原版本受到的漏洞","['contain', 'have', 'suffer']","[]","Relation"
"B人員在2025/10/01 13:30 至 2025/10/01 17:30進行維護工作","Splunk駐點服務202510第一周(2025/10/01)的工作內容被描述","at the same time","['concur', 'simultaneously', 'coincide']","[]","Relation"
"Splunk駐點服務202510第一周(2025/10/01) 的工作內容被描述","B人員在2025/10/01 13:30 至 2025/10/01 17:30進行維護工作","because","['due to', 'caused by', 'result from']","[]","Relation"
"更新geodb, 建立告警<PWLAN觸發IPS高風險告警>, 將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來","自動化封鎖清單異動儀表板建置 (進行中)","as a result","['follow', 'result in', 'lead to']","[]","Relation"
"GitLab升版 17.10.8 → 18.1.6","原先版本受到漏洞CVE-2025-6454、CVE-2025-2256影響","because","['due to', 'caused by', 'result from']","[]","Relation"
"處理工程師為 B人員 進行時間為 2025/10/01 13:30 至 2025/10/01 17:30","B人員","is participated by","['participate', 'include', 'involve']","[]","Relation"
"更新geodb","Splunk駐點服務202510第一周(2025/10/01)","is participated by","['participate', 'include', 'involve']","[]","Relation"
"建立告警<PWLAN觸發IPS高風險告警>","Splunk駐點服務202510第一周(2025/10/01)","is participated by","['participate', 'include', 'involve']","[]","Relation"
"將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來","Splunk駐點服務202510第一周(2025/10/01)","is participated by","['participate', 'include', 'involve']","[]","Relation"
"自动化封鎖清單异动仪表板建置 (进行中)","Splunk驻点服务202510第一周(2025/10/01)","is participated by","['participate', 'include', 'involve']","[]","Relation"
"GitLab升版 17.10.8 → 18.1.6","Splunk驻点服务202510第一周(2025/10/01)","is participated by","['participate', 'include', 'involve']","[]","Relation"
"C客戶","處理工程師","有維護紀錄","['keep', 'maintain', 'track', 'record', 'document']","[]","Relation"
"B人員","維護","進行","['proceed with', 'conduct', 'carry out']","[]","Relation"
"2026/01/19 13:30 至 2026/01/19 17:30","處理工程師","於時間段","['during', 'within', 'in']","[]","Relation"
"Splunk駐點服務202601第三周","維護紀錄","狀態描述","['state', 'characterize', 'describe']","[]","Relation"
"本周工作項目如下","Splunk駐點服務202601第三周","包含","['contain', 'consist of', 'include']","[]","Relation"
"更新GeoDB","本周工作項目","動作","['move', 'operate', 'act']","[]","Relation"
